LOAN_ID,ACT_PERIOD,CHANNEL,ORIG_RATE,ORIG_UPB,ORIG_TERM,ORIG_DATE,FIRST_PAY,OLTV,OCLTV,NUM_BO,DTI,CSCORE_B,CSCORE_C,FIRST_FLAG,PURPOSE,PROP,NO_UNITS,OCC_STAT,STATE,MSA,MI_PCT,MI_TYPE,HOMEREADY_PROGRAM_INDICATOR,RELOCATION_MORTGAGE_INDICATOR,PROPERTY_INSPECTION_WAIVER_INDICATOR,HIGH_BALANCE_LOAN_INDICATOR,PREPAID_FLAG,DEFAULT_FLAG
99439350,2020-03-01,B,3.475,343000.0,360,2020-02-01,2020-04-01,89,89,1,37.0,746.0,0.0,N,R,PU,1,P,VA,47900,25.0,1.0,Y,N,A,N,0,0
99439359,2020-03-01,R,4.125,295000.0,360,2019-10-01,2019-12-01,80,80,1,33.0,715.0,0.0,N,C,SF,1,P,CO,19740,0.0,0.0,N,N,A,N,1,0
99439360,2020-03-01,R,3.375,107000.0,360,2020-03-01,2020-05-01,97,97,1,41.0,792.0,0.0,Y,P,SF,1,P,OH,17460,25.0,1.0,Y,N,A,N,0,0
99439367,2020-03-01,C,4.625,484000.0,360,2020-01-01,2020-03-01,78,78,1,48.0,680.0,0.0,N,C,SF,1,P,GA,12060,0.0,0.0,N,N,A,N,1,0
99439377,2020-03-01,R,3.625,302000.0,360,2020-01-01,2020-03-01,47,47,1,39.0,788.0,0.0,N,R,PU,1,P,GA,12060,0.0,0.0,N,N,A,N,0,0
99439381,2020-03-01,B,2.875,298000.0,180,2020-03-01,2020-05-01,42,42,1,32.0,783.0,0.0,N,R,SF,1,P,MI,19820,0.0,0.0,N,N,W,N,1,0
99439400,2020-03-01,R,3.25,252000.0,240,2020-03-01,2020-05-01,75,90,1,38.0,700.0,0.0,N,R,PU,1,P,CO,17820,0.0,0.0,N,N,A,N,0,0
99439412,2020-03-01,R,3.875,168000.0,180,2020-02-01,2020-04-01,75,75,2,28.0,732.0,738.0,N,C,PU,1,I,VA,49020,0.0,0.0,N,N,A,N,1,0
99439429,2020-03-01,C,4.375,214000.0,360,2020-01-01,2020-03-01,80,80,2,49.0,699.0,730.0,Y,P,SF,1,P,OH,18140,0.0,0.0,N,N,A,N,1,0
99439431,2020-03-01,B,3.625,410000.0,360,2020-03-01,2020-05-01,90,90,2,29.0,808.0,809.0,Y,P,PU,1,P,CO,19740,25.0,1.0,N,N,A,N,0,0
99439435,2020-03-01,R,3.75,156000.0,360,2020-03-01,2020-05-01,79,79,1,50.0,779.0,0.0,N,R,CO,1,P,MI,19820,0.0,0.0,N,N,A,N,1,0
99439441,2020-03-01,R,4.125,192000.0,360,2020-01-01,2020-03-01,80,80,1,39.0,805.0,0.0,N,P,CO,1,S,OH,18140,0.0,0.0,N,N,A,N,1,0
99439444,2020-03-01,R,4.0,230000.0,180,2020-02-01,2020-04-01,77,77,1,34.0,658.0,0.0,N,C,SF,1,P,MI,11460,0.0,0.0,N,N,A,N,0,0
99439452,2020-03-01,R,4.5,440000.0,360,2020-02-01,2020-04-01,80,80,2,38.0,809.0,809.0,N,C,PU,1,P,CO,22660,0.0,0.0,N,N,A,N,1,0
99439453,2020-03-01,C,3.5,147000.0,360,2019-11-01,2020-01-01,95,95,2,26.0,663.0,675.0,Y,P,SF,1,P,MI,0,30.0,1.0,N,N,A,N,0,1
99439455,2020-03-01,R,4.125,76000.0,180,2020-02-01,2020-04-01,71,71,2,37.0,644.0,661.0,N,R,SF,1,P,OH,17140,0.0,0.0,N,N,A,N,0,0
99439466,2020-03-01,C,3.625,218000.0,360,2020-02-01,2020-04-01,95,95,2,25.0,780.0,768.0,Y,P,PU,1,P,OH,17140,30.0,1.0,N,N,A,N,1,0
99439472,2020-03-01,R,4.25,68000.0,360,2020-02-01,2020-04-01,80,80,2,50.0,759.0,709.0,N,P,SF,1,P,OH,17460,0.0,0.0,N,N,A,N,0,0
99439491,2020-03-01,C,3.75,135000.0,360,2020-02-01,2020-04-01,53,53,2,26.0,741.0,736.0,N,R,PU,1,I,VA,47900,0.0,0.0,N,N,A,N,0,0
99439498,2020-03-01,R,4.125,230000.0,360,2020-02-01,2020-04-01,80,80,1,45.0,714.0,0.0,N,C,SF,1,P,VA,40060,0.0,0.0,N,N,A,N,1,0
99439514,2020-03-01,C,4.375,134000.0,360,2020-01-01,2020-03-01,75,75,1,45.0,786.0,0.0,N,R,CO,1,I,GA,12060,0.0,0.0,N,N,A,N,0,0
99439521,2020-03-01,C,3.5,186000.0,120,2020-02-01,2020-04-01,45,45,1,26.0,801.0,0.0,N,R,SF,1,P,CO,19740,0.0,0.0,N,N,A,N,0,0
99439530,2020-03-01,R,3.75,300000.0,360,2020-01-01,2020-03-01,55,55,2,34.0,799.0,692.0,N,C,PU,1,P,CO,19740,0.0,0.0,N,N,A,N,1,0
99439540,2020-03-01,R,3.99,190000.0,360,2020-02-01,2020-04-01,60,60,1,32.0,765.0,0.0,N,C,SF,1,P,CO,24540,0.0,0.0,N,N,W,N,1,0
99439546,2020-03-01,C,3.625,62000.0,360,2020-03-01,2020-05-01,75,75,1,26.0,786.0,0.0,N,C,SF,1,I,OH,17460,0.0,0.0,N,N,A,N,1,0
99439548,2020-03-01,B,3.745,75000.0,240,2020-03-01,2020-05-01,75,75,1,30.0,772.0,0.0,N,C,SF,1,S,MI,0,0.0,0.0,N,N,A,N,1,0
99439553,2020-03-01,R,3.375,300000.0,240,2020-02-01,2020-05-01,58,58,2,24.0,798.0,784.0,N,C,SF,1,P,CO,19740,0.0,0.0,N,N,A,N,0,0
99439557,2020-03-01,R,3.375,300000.0,360,2020-03-01,2020-05-01,57,57,1,41.0,813.0,0.0,N,P,SF,1,P,CO,19740,0.0,0.0,N,N,W,N,0,0
99439568,2020-03-01,C,3.375,272000.0,180,2020-02-01,2020-04-01,77,77,1,21.0,768.0,0.0,N,R,PU,1,P,GA,12060,0.0,0.0,N,N,A,N,0,0
99439577,2020-03-01,R,3.5,172000.0,180,2020-01-01,2020-03-01,35,35,1,27.0,804.0,0.0,N,C,PU,1,P,CO,19740,0.0,0.0,N,N,A,N,0,0
99439626,2020-03-01,C,4.0,246000.0,360,2019-11-01,2020-01-01,73,73,2,44.0,720.0,721.0,N,C,PU,1,P,CO,19740,0.0,0.0,N,N,A,N,0,0
99439637,2020-03-01,B,3.25,130000.0,360,2020-03-01,2020-05-01,28,28,1,13.0,737.0,0.0,N,P,CO,1,P,GA,12060,0.0,0.0,N,N,A,N,1,0
99439644,2020-03-01,R,3.625,220000.0,360,2020-03-01,2020-05-01,89,89,1,45.0,702.0,0.0,N,R,PU,1,P,OH,17460,25.0,1.0,N,N,W,N,0,0
99439647,2020-03-01,R,3.625,285000.0,360,2020-02-01,2020-04-01,94,94,1,40.0,779.0,0.0,N,R,PU,1,P,GA,42340,30.0,2.0,N,N,A,N,1,0
99439648,2020-03-01,R,3.75,390000.0,360,2020-02-01,2020-04-01,75,75,2,45.0,746.0,753.0,N,C,PU,1,P,CO,19740,0.0,0.0,N,N,A,N,1,0
99439652,2020-03-01,R,3.625,110000.0,240,2020-02-01,2020-04-01,58,58,1,28.0,788.0,0.0,N,C,SF,1,P,MI,24340,0.0,0.0,N,N,W,N,0,0
99439653,2020-03-01,R,3.875,257000.0,360,2020-02-01,2020-04-01,90,90,2,41.0,681.0,742.0,N,P,PU,1,P,OH,17140,25.0,1.0,N,N,A,N,0,0
99439657,2020-03-01,C,4.0,188000.0,360,2020-02-01,2020-04-01,75,75,1,38.0,680.0,0.0,N,P,PU,1,I,VA,47900,0.0,0.0,N,N,A,N,0,0
99439662,2020-03-01,R,3.89,109000.0,360,2020-02-01,2020-05-01,54,54,1,43.0,697.0,0.0,N,C,SF,1,P,OH,18140,0.0,0.0,N,N,A,N,0,1
99439668,2020-03-01,B,3.906,414000.0,360,2020-02-01,2020-04-01,75,75,1,44.0,697.0,0.0,N,P,SF,1,P,CO,19740,0.0,0.0,N,N,A,N,1,0
99439673,2020-03-01,R,3.5,65000.0,360,2020-03-01,2020-05-01,26,26,1,21.0,780.0,0.0,N,P,SF,1,P,MI,0,0.0,0.0,N,N,A,N,0,0
99439676,2020-03-01,R,3.75,253000.0,360,2020-02-01,2020-04-01,76,76,1,47.0,714.0,0.0,N,R,PU,1,P,VA,47900,0.0,0.0,N,N,A,N,0,0
99439680,2020-03-01,R,3.375,50000.0,180,2020-02-01,2020-04-01,92,92,1,44.0,795.0,0.0,N,R,SF,1,P,MI,19820,25.0,1.0,N,N,A,N,0,0
99439689,2020-03-01,R,3.625,375000.0,360,2020-02-01,2020-04-01,97,97,2,38.0,770.0,731.0,Y,P,PU,1,P,CO,19740,35.0,1.0,N,N,A,N,1,0
99439690,2020-03-01,R,3.875,140000.0,360,2020-01-01,2020-03-01,52,52,1,15.0,674.0,0.0,N,C,SF,1,P,GA,12060,0.0,0.0,N,N,A,N,1,0
99439715,2020-03-01,B,3.531,189000.0,360,2020-03-01,2020-05-01,88,88,2,39.0,728.0,757.0,N,R,PU,1,P,MI,11460,25.0,1.0,N,N,W,N,0,0
99439719,2020-03-01,C,3.75,565000.0,360,2020-03-01,2020-05-01,93,93,2,50.0,693.0,777.0,N,P,SF,1,P,VA,47900,30.0,1.0,N,N,A,Y,1,0
99439725,2020-03-01,R,3.125,225000.0,120,2020-02-01,2020-04-01,54,54,1,28.0,761.0,0.0,N,C,PU,1,P,OH,17460,0.0,0.0,N,N,A,N,1,0
99439727,2020-03-01,B,3.25,458000.0,360,2020-03-01,2020-05-01,74,74,1,36.0,802.0,0.0,N,R,CO,1,P,MI,19820,0.0,0.0,N,N,W,N,1,0
99439736,2020-03-01,R,3.25,272000.0,240,2020-03-01,2020-05-01,80,80,2,19.0,707.0,0.0,Y,P,SF,1,P,MI,33220,0.0,0.0,N,N,A,N,0,0
99439741,2020-03-01,R,4.5,125000.0,360,2020-02-01,2020-04-01,56,56,2,41.0,787.0,799.0,N,P,SF,1,I,VA,40060,0.0,0.0,N,N,A,N,0,0
99439743,2020-03-01,B,2.99,277000.0,180,2020-02-01,2020-04-01,80,80,1,46.0,800.0,0.0,N,R,SF,1,P,MI,19820,0.0,0.0,N,N,W,N,1,0
99439745,2020-03-01,R,3.25,117000.0,360,2020-02-01,2020-05-01,49,49,2,16.0,805.0,812.0,N,R,SF,1,P,GA,0,0.0,0.0,N,N,W,N,0,0
99439753,2020-03-01,C,3.875,280000.0,360,2020-02-01,2020-04-01,85,85,1,43.0,693.0,0.0,Y,P,PU,1,P,VA,40220,12.0,1.0,N,N,A,N,0,0
99439758,2020-03-01,R,3.75,285000.0,180,2020-01-01,2020-03-01,52,52,2,48.0,799.0,801.0,N,R,PU,1,P,OH,18140,0.0,0.0,N,N,A,N,1,0
99439764,2020-03-01,R,3.125,220000.0,360,2020-03-01,2020-05-01,80,80,1,43.0,760.0,0.0,N,P,PU,1,P,GA,12060,0.0,0.0,N,N,A,N,0,0
99439766,2020-03-01,C,3.875,272000.0,360,2020-01-01,2020-04-01,49,49,1,31.0,759.0,0.0,N,C,PU,1,P,CO,17820,0.0,0.0,N,N,W,N,1,0
99439769,2020-03-01,C,3.875,276000.0,360,2020-01-01,2020-03-01,67,67,1,45.0,741.0,0.0,N,C,PU,1,P,GA,12060,0.0,0.0,N,N,A,N,0,0
99439773,2020-03-01,R,3.99,180000.0,360,2020-02-01,2020-04-01,80,80,2,30.0,681.0,688.0,N,R,SF,1,P,MI,19820,0.0,0.0,N,N,A,N,1,0
99439779,2020-03-01,C,4.0,100000.0,360,2020-02-01,2020-04-01,95,95,2,29.0,726.0,723.0,Y,P,SF,1,P,OH,45780,30.0,1.0,N,N,A,N,0,0
99439788,2020-03-01,R,3.5,182000.0,360,2020-03-01,2020-05-01,80,80,1,31.0,700.0,0.0,N,C,SF,1,P,OH,0,0.0,0.0,N,N,A,N,0,0
99439793,2020-03-01,R,3.875,109000.0,360,2020-03-01,2020-05-01,57,57,1,34.0,631.0,0.0,N,C,PU,1,P,OH,17140,0.0,0.0,N,N,A,N,0,1
99439807,2020-03-01,R,3.25,370000.0,180,2019-12-01,2020-02-01,95,95,2,49.0,682.0,712.0,N,R,PU,1,P,MI,19820,25.0,1.0,N,N,A,N,1,0
99439810,2020-03-01,R,3.125,127000.0,180,2020-02-01,2020-04-01,49,49,1,20.0,779.0,0.0,N,R,SF,1,P,GA,12060,0.0,0.0,N,N,W,N,0,0
99439819,2020-03-01,R,3.375,280000.0,180,2020-03-01,2020-05-01,80,80,1,43.0,792.0,0.0,Y,P,PU,1,P,GA,12060,0.0,0.0,N,N,A,N,0,0
99439842,2020-03-01,B,3.125,153000.0,360,2020-03-01,2020-05-01,92,92,1,38.0,772.0,0.0,N,R,CO,1,P,MI,19820,30.0,1.0,N,N,A,N,0,0
99439844,2020-03-01,B,3.75,408000.0,360,2020-03-01,2020-05-01,95,95,1,45.0,736.0,0.0,Y,P,SF,1,P,CO,19740,30.0,1.0,N,N,A,N,1,0
99439845,2020-03-01,C,4.0,80000.0,180,2020-03-01,2020-05-01,60,60,1,43.0,674.0,0.0,N,C,SF,1,P,MI,19820,0.0,0.0,N,N,A,N,1,0
99439855,2020-03-01,R,3.375,238000.0,360,2020-03-01,2020-05-01,37,37,2,49.0,801.0,787.0,N,C,SF,1,P,MI,19820,0.0,0.0,N,N,W,N,1,0
99439865,2020-03-01,R,3.875,114000.0,360,2020-03-01,2020-05-01,80,80,2,27.0,774.0,759.0,N,P,SF,1,P,MI,19820,0.0,0.0,N,N,A,N,1,0
99439870,2020-03-01,B,4.206,272000.0,360,2020-02-01,2020-04-01,73,73,1,46.0,784.0,0.0,N,R,SF,1,I,MI,19820,0.0,0.0,N,N,A,N,1,0
99439873,2020-03-01,R,5.0,60000.0,360,2020-01-01,2020-03-01,80,80,1,35.0,789.0,0.0,N,P,SF,1,I,MI,28020,0.0,0.0,N,N,A,N,1,0
99439878,2020-03-01,R,3.75,200000.0,180,2020-02-01,2020-04-01,75,75,2,41.0,663.0,655.0,N,C,SF,1,P,OH,0,0.0,0.0,N,N,A,N,1,0
99439880,2020-03-01,R,3.625,303000.0,360,2020-01-01,2020-03-01,43,79,1,34.0,797.0,0.0,N,R,SF,1,P,OH,18140,0.0,0.0,N,N,A,N,1,0
99439891,2020-03-01,C,4.25,510000.0,360,2020-01-01,2020-03-01,70,70,2,33.0,804.0,771.0,N,P,PU,1,I,GA,12060,0.0,0.0,N,N,A,N,0,0
99439898,2020-03-01,C,4.625,618000.0,360,2020-02-01,2020-04-01,60,60,2,34.0,764.0,758.0,N,C,SF,4,I,CO,19740,0.0,0.0,N,N,A,N,1,0
99439905,2020-03-01,R,3.99,154000.0,360,2020-01-01,2020-03-01,50,50,1,30.0,711.0,0.0,N,C,PU,1,P,CO,24300,0.0,0.0,N,N,W,N,1,0
99439916,2020-03-01,R,3.25,334000.0,240,2020-02-01,2020-04-01,69,69,2,20.0,785.0,770.0,N,R,SF,1,P,GA,12060,0.0,0.0,N,N,W,N,1,0
99439920,2020-03-01,C,2.875,450000.0,360,2020-03-01,2020-05-01,72,72,2,27.0,800.0,786.0,N,R,PU,1,P,GA,12060,0.0,0.0,N,N,W,N,0,0
99439923,2020-03-01,R,3.125,197000.0,180,2020-01-01,2020-03-01,66,66,2,13.0,787.0,808.0,N,R,SF,1,P,OH,17140,0.0,0.0,N,N,W,N,0,0
99439936,2020-03-01,R,3.25,403000.0,240,2020-02-01,2020-04-01,72,72,1,30.0,809.0,0.0,N,R,SF,1,P,GA,12060,0.0,0.0,N,N,W,N,0,0
99439950,2020-03-01,R,3.625,148000.0,240,2020-01-01,2020-03-01,75,75,1,42.0,798.0,0.0,N,R,SF,1,P,OH,0,0.0,0.0,N,N,A,N,1,0
99439952,2020-03-01,R,3.125,170000.0,180,2020-02-01,2020-04-01,63,63,2,49.0,722.0,766.0,N,C,SF,1,P,MI,19820,0.0,0.0,N,N,A,N,1,0
99439953,2020-03-01,R,3.125,447000.0,180,2020-02-01,2020-04-01,47,47,2,49.0,803.0,802.0,N,R,SF,1,S,CO,22660,0.0,0.0,N,N,A,N,0,0
99439963,2020-03-01,C,3.99,461000.0,360,2019-10-01,2020-01-01,79,79,2,22.0,806.0,811.0,N,C,PU,1,P,VA,47900,0.0,0.0,N,N,A,N,0,0
99439969,2020-03-01,C,4.0,404000.0,360,2020-02-01,2020-04-01,95,95,1,37.0,806.0,0.0,N,P,SF,1,P,VA,47900,30.0,1.0,N,N,A,N,1,0
99439975,2020-03-01,R,5.25,101000.0,360,2020-02-01,2020-04-01,85,85,1,48.0,777.0,0.0,N,P,PU,1,I,GA,12060,12.0,1.0,N,N,A,N,0,0
99439976,2020-03-01,C,3.625,298000.0,360,2019-12-01,2020-02-01,78,80,1,46.0,746.0,0.0,N,R,SF,1,P,CO,19740,0.0,0.0,N,N,A,N,1,0
99439977,2020-03-01,R,3.25,200000.0,360,2020-03-01,2020-05-01,45,45,2,26.0,826.0,809.0,N,R,SF,1,P,VA,40060,0.0,0.0,N,N,W,N,0,0
99439982,2020-03-01,C,4.125,334000.0,360,2020-02-01,2020-04-01,95,95,1,27.0,786.0,0.0,Y,P,CO,1,P,CO,19740,30.0,1.0,N,N,A,N,1,0
99439988,2020-03-01,R,4.0,231000.0,360,2020-02-01,2020-04-01,97,97,1,37.0,765.0,0.0,Y,P,SF,1,P,MI,0,25.0,1.0,Y,N,A,N,0,0
99440009,2020-03-01,R,3.5,267000.0,360,2020-03-01,2020-05-01,85,85,2,46.0,766.0,766.0,N,R,SF,1,P,CO,17820,12.0,1.0,N,N,A,N,0,0
99440014,2020-03-01,C,3.75,214000.0,360,2020-01-01,2020-03-01,95,95,1,38.0,727.0,0.0,Y,P,SF,1,P,OH,17460,30.0,1.0,N,N,A,N,0,0
99440035,2020-03-01,R,3.25,328000.0,180,2020-02-01,2020-05-01,61,61,1,30.0,803.0,0.0,N,R,SF,1,P,CO,19740,0.0,0.0,N,N,W,N,1,0
99440036,2020-03-01,R,3.125,367000.0,180,2020-01-01,2020-03-01,56,56,1,34.0,762.0,0.0,N,R,SF,1,P,CO,19740,0.0,0.0,N,N,W,N,0,0
99440044,2020-03-01,R,3.25,279000.0,216,2020-02-01,2020-04-01,62,62,2,22.0,794.0,787.0,N,C,SF,1,P,GA,12060,0.0,0.0,N,N,W,N,0,0
99440046,2020-03-01,C,4.0,70000.0,360,2019-12-01,2020-02-01,61,61,1,33.0,756.0,0.0,N,C,SF,1,P,GA,16860,0.0,0.0,N,N,A,N,0,0
99440047,2020-03-01,R,3.0,265000.0,180,2020-03-01,2020-05-01,52,52,1,49.0,741.0,0.0,N,R,PU,1,P,CO,19740,0.0,0.0,N,N,W,N,1,0
99440056,2020-03-01,R,2.875,199000.0,180,2020-02-01,2020-04-01,83,83,2,23.0,783.0,793.0,N,R,SF,1,P,OH,17460,6.0,1.0,N,N,A,N,0,0
99440071,2020-03-01,R,3.5,266000.0,240,2020-02-01,2020-04-01,91,91,2,26.0,755.0,756.0,N,R,SF,1,P,MI,19820,25.0,1.0,N,N,A,N,0,0
99440072,2020-03-01,R,3.125,323000.0,240,2020-03-01,2020-05-01,70,70,2,32.0,786.0,787.0,N,R,SF,1,P,VA,47260,0.0,0.0,N,N,A,N,0,0
99440088,2020-03-01,C,4.125,291000.0,360,2020-02-01,2020-04-01,80,80,2,27.0,758.0,779.0,N,P,SF,1,P,MI,24340,0.0,0.0,N,N,W,N,1,0
99440096,2020-03-01,B,3.625,410000.0,360,2020-02-01,2020-04-01,80,80,1,34.0,814.0,0.0,N,C,SF,1,P,CO,19740,0.0,0.0,N,N,A,N,1,0
99440102,2020-03-01,B,3.75,307000.0,360,2020-03-01,2020-05-01,81,81,2,41.0,763.0,779.0,N,R,SF,1,P,GA,15260,12.0,2.0,N,N,W,N,0,0
99440105,2020-03-01,R,3.99,149000.0,324,2020-02-01,2020-04-01,75,75,2,25.0,764.0,762.0,N,R,SF,1,P,GA,0,0.0,0.0,N,N,W,N,1,0
99440109,2020-03-01,R,3.625,283000.0,360,2020-02-01,2020-04-01,90,90,1,44.0,798.0,0.0,N,R,PU,1,P,GA,12060,25.0,1.0,Y,N,A,N,0,1
99440116,2020-03-01,R,4.0,120000.0,360,2020-03-01,2020-05-01,77,77,1,45.0,787.0,0.0,N,R,MH,1,P,OH,15940,0.0,0.0,N,N,A,N,1,0
99440123,2020-03-01,R,3.99,207000.0,360,2020-03-01,2020-05-01,97,97,1,36.0,689.0,0.0,Y,P,PU,1,P,GA,12060,25.0,1.0,Y,N,A,N,1,0
99440126,2020-03-01,R,3.125,260000.0,180,2020-01-01,2020-03-01,67,67,1,27.0,812.0,0.0,N,R,SF,1,P,OH,17460,0.0,0.0,N,N,A,N,0,0
99440131,2020-03-01,C,3.625,238000.0,360,2020-02-01,2020-04-01,87,87,1,42.0,774.0,0.0,N,R,SF,1,P,GA,0,25.0,1.0,N,N,A,N,0,0
99440150,2020-03-01,R,3.625,190000.0,360,2020-02-01,2020-04-01,90,90,1,37.0,731.0,0.0,N,P,SF,1,P,MI,27100,25.0,1.0,N,N,A,N,0,0
99440154,2020-03-01,B,3.699,253000.0,240,2020-03-01,2020-05-01,72,72,1,49.0,700.0,0.0,N,R,SF,1,I,CO,19740,0.0,0.0,N,N,A,N,1,0
99440164,2020-03-01,R,3.625,440000.0,360,2020-02-01,2020-04-01,80,80,2,49.0,788.0,770.0,N,P,PU,1,P,VA,16820,0.0,0.0,N,N,A,N,0,1
99440174,2020-03-01,R,3.875,368000.0,360,2020-02-01,2020-04-01,92,92,1,49.0,779.0,0.0,Y,P,SF,1,P,CO,17820,30.0,1.0,N,N,A,N,0,0
99440179,2020-03-01,R,3.625,240000.0,360,2020-02-01,2020-04-01,72,72,1,24.0,713.0,0.0,N,R,PU,1,P,OH,18140,0.0,0.0,N,N,A,N,0,0
99440181,2020-03-01,C,4.5,484000.0,360,2020-02-01,2020-04-01,75,75,1,28.0,688.0,0.0,N,C,SF,1,P,VA,47900,0.0,0.0,N,N,A,N,0,0
99440183,2020-03-01,R,3.0,168000.0,180,2020-03-01,2020-05-01,25,25,2,28.0,743.0,774.0,N,C,SF,1,P,CO,14500,0.0,0.0,N,N,A,N,1,0
99440188,2020-03-01,B,4.375,248000.0,240,2020-01-01,2020-03-01,75,75,2,37.0,753.0,754.0,N,C,SF,1,I,CO,19740,0.0,0.0,N,N,A,N,0,0
99440210,2020-03-01,C,3.75,247000.0,360,2020-01-01,2020-03-01,97,97,1,44.0,793.0,0.0,Y,P,PU,1,P,GA,12060,25.0,1.0,Y,N,A,N,0,0
99440221,2020-03-01,C,3.75,162000.0,360,2020-01-01,2020-03-01,90,90,1,26.0,790.0,0.0,Y,P,SF,1,P,OH,18140,25.0,1.0,N,N,A,N,0,0
99440226,2020-03-01,R,3.5,331000.0,360,2020-02-01,2020-05-01,80,80,1,41.0,796.0,0.0,N,R,SF,1,P,MI,19820,0.0,0.0,N,N,W,N,0,0
99440230,2020-03-01,R,5.25,68000.0,360,2020-02-01,2020-04-01,80,80,2,45.0,726.0,727.0,N,P,SF,1,S,MI,35660,0.0,0.0,N,N,A,N,1,0
99440251,2020-03-01,C,3.25,378000.0,240,2019-12-01,2020-02-01,74,74,1,24.0,765.0,0.0,N,R,PU,1,P,VA,47900,0.0,0.0,N,N,A,N,0,0
99440257,2020-03-01,R,3.75,252000.0,360,2020-02-01,2020-04-01,80,80,1,33.0,755.0,0.0,N,P,PU,1,P,GA,12060,0.0,0.0,N,N,A,N,0,0
99440262,2020-03-01,R,3.25,440000.0,360,2020-03-01,2020-05-01,80,80,1,22.0,770.0,0.0,N,C,SF,1,P,OH,0,0.0,0.0,N,N,A,N,0,0
99440263,2020-03-01,R,3.0,402000.0,360,2020-03-01,2020-05-01,69,69,1,36.0,796.0,0.0,N,R,PU,1,P,VA,47900,0.0,0.0,N,N,W,N,0,0
99440266,2020-03-01,R,3.125,148000.0,180,2020-02-01,2020-04-01,78,78,1,21.0,785.0,0.0,N,R,SF,1,P,MI,29620,0.0,0.0,N,N,W,N,0,0
99440276,2020-03-01,R,3.75,322000.0,360,2019-12-01,2020-02-01,95,95,1,42.0,690.0,0.0,N,P,CO,1,P,MI,19820,16.0,1.0,Y,N,A,N,0,0
99440283,2020-03-01,R,4.5,406000.0,360,2020-02-01,2020-04-01,95,95,2,44.0,810.0,806.0,N,P,PU,1,P,GA,12060,30.0,1.0,N,N,A,N,1,0
99440287,2020-03-01,R,4.125,154000.0,360,2020-03-01,2020-05-01,70,70,1,37.0,749.0,0.0,N,C,SF,1,P,MI,24340,0.0,0.0,N,N,W,N,0,0
99440290,2020-03-01,C,3.75,200000.0,360,2020-02-01,2020-04-01,53,53,1,47.0,787.0,0.0,N,P,SF,1,P,CO,24540,0.0,0.0,N,N,A,N,0,0
99440296,2020-03-01,R,3.125,328000.0,180,2020-03-01,2020-05-01,49,49,2,38.0,793.0,784.0,N,R,PU,1,P,VA,47900,0.0,0.0,N,N,W,N,0,0
99440304,2020-03-01,R,3.875,144000.0,360,2020-02-01,2020-04-01,80,80,1,42.0,750.0,0.0,N,R,SF,1,P,MI,24340,0.0,0.0,N,N,A,N,1,0
99440308,2020-03-01,R,3.25,360000.0,360,2020-03-01,2020-05-01,53,53,1,35.0,794.0,0.0,Y,P,PU,1,P,CO,0,0.0,0.0,N,N,W,N,0,0
99440311,2020-03-01,R,4.25,137000.0,180,2020-01-01,2020-03-01,60,60,1,40.0,704.0,0.0,N,C,SF,1,P,VA,47260,0.0,0.0,N,N,A,N,1,0
99440312,2020-03-01,R,3.625,221000.0,324,2020-02-01,2020-04-01,70,70,1,36.0,788.0,0.0,N,R,SF,1,P,VA,49020,0.0,0.0,N,N,W,N,1,0
99440323,2020-03-01,R,3.375,165000.0,180,2020-02-01,2020-04-01,79,79,1,24.0,746.0,0.0,N,R,CO,1,P,MI,19820,0.0,0.0,N,N,W,N,0,0
99440336,2020-03-01,B,3.75,274000.0,360,2020-02-01,2020-04-01,80,80,2,29.0,716.0,746.0,N,R,SF,1,P,VA,16820,0.0,0.0,N,N,W,N,1,0
99440348,2020-03-01,R,3.99,380000.0,360,2020-03-01,2020-05-01,65,65,1,37.0,741.0,0.0,Y,P,SF,1,P,CO,19740,0.0,0.0,N,N,A,N,1,0
99440350,2020-03-01,B,3.375,277000.0,360,2020-02-01,2020-04-01,81,81,2,35.0,802.0,796.0,N,R,PU,1,P,GA,12060,12.0,1.0,N,N,A,N,0,0
99440365,2020-03-01,R,3.5,228000.0,360,2020-03-01,2020-05-01,80,80,2,22.0,779.0,797.0,Y,P,SF,1,P,OH,19430,0.0,0.0,N,N,A,N,0,0
99440377,2020-03-01,R,3.75,387000.0,360,2020-01-01,2020-03-01,90,90,1,47.0,720.0,0.0,N,R,SF,1,P,MI,19820,25.0,1.0,N,N,A,N,1,0
99440378,2020-03-01,B,3.0,261000.0,120,2020-03-01,2020-05-01,57,57,1,43.0,782.0,0.0,N,R,PU,1,P,CO,19740,0.0,0.0,N,N,W,N,1,0
99440379,2020-03-01,C,4.125,459000.0,360,2020-01-01,2020-03-01,92,92,1,27.0,776.0,0.0,N,P,CO,1,P,CO,19740,30.0,1.0,N,N,A,N,1,0
99440383,2020-03-01,R,3.375,297000.0,240,2020-03-01,2020-05-01,90,90,1,39.0,799.0,0.0,N,R,SF,1,P,OH,17140,12.0,1.0,N,N,W,N,1,0
99440385,2020-03-01,R,2.5,78000.0,180,2020-03-01,2020-05-01,70,70,1,19.0,784.0,0.0,N,R,SF,1,P,MI,0,0.0,0.0,N,N,W,N,0,0
99440395,2020-03-01,R,3.625,345000.0,360,2020-02-01,2020-04-01,64,64,1,41.0,723.0,0.0,N,C,SF,1,P,OH,17460,0.0,0.0,N,N,A,N,0,0
