LOAN_ID,ACT_PERIOD,CHANNEL,ORIG_RATE,ORIG_UPB,ORIG_DATE,FIRST_PAY,OLTV,NUM_BO,DTI,CSCORE_B,FIRST_FLAG,PURPOSE,PROP,NO_UNITS,OCC_STAT,STATE,MSA,HOMEREADY_PROGRAM_INDICATOR,RELOCATION_MORTGAGE_INDICATOR,PROPERTY_INSPECTION_WAIVER_INDICATOR,HIGH_BALANCE_LOAN_INDICATOR,PREPAID_FLAG,DEFAULT_FLAG,MI,TERM,DTI_LTV,DTI_UPB
99289383,2020-03-01,R,3.25,80000.0,2020-01-01,2020-03-01,34,1,29.0,795.0,0,R,SF,1,P,OH,19430,0,0,A,0,1,0,0,15y,0.8529411764705882,0.0003625
99289384,2020-03-01,R,3.125,36000.0,2020-02-01,2020-04-01,13,1,17.0,817.0,0,C,SF,1,P,OH,19430,0,0,A,0,0,0,0,other,1.3076923076923077,0.00047222222222222224
99289386,2020-03-01,R,3.125,174000.0,2020-02-01,2020-04-01,56,2,15.0,825.0,0,R,SF,1,P,OH,17140,0,0,A,0,1,0,0,15y,0.26785714285714285,8.620689655172413e-05
99289391,2020-03-01,R,3.25,403000.0,2020-01-01,2020-03-01,57,1,36.0,727.0,0,R,SF,1,P,OH,17140,0,0,A,0,1,0,0,15y,0.631578947368421,8.933002481389578e-05
99289392,2020-03-01,R,3.125,47000.0,2020-02-01,2020-04-01,18,2,37.0,727.0,0,R,SF,1,P,OH,17140,0,0,A,0,1,0,0,15y,2.0555555555555554,0.0007872340425531915
99289396,2020-03-01,R,3.99,138000.0,2020-01-01,2020-03-01,79,1,15.0,751.0,0,C,SF,1,P,MI,28020,0,0,A,0,0,0,0,30y,0.189873417721519,0.00010869565217391305
99289408,2020-03-01,R,3.75,256000.0,2020-03-01,2020-05-01,70,2,33.0,743.0,0,C,PU,1,P,VA,47260,0,0,A,0,1,0,0,30y,0.4714285714285714,0.00012890625
99289410,2020-03-01,R,3.7,195000.0,2020-02-01,2020-04-01,55,1,28.0,757.0,0,C,SF,1,P,GA,12060,0,0,A,0,1,0,0,30y,0.509090909090909,0.00014358974358974358
99289414,2020-03-01,C,4.375,387000.0,2020-01-01,2020-03-01,89,1,50.0,713.0,0,P,SF,1,P,CO,19740,0,0,A,0,1,0,1,30y,0.5617977528089888,0.00012919896640826872
99289427,2020-03-01,C,4.625,382000.0,2020-02-01,2020-04-01,90,1,38.0,661.0,0,P,PU,1,P,MI,19820,0,0,A,0,0,0,1,30y,0.4222222222222222,9.947643979057591e-05
99289430,2020-03-01,R,3.25,248000.0,2020-02-01,2020-04-01,68,1,30.0,814.0,0,C,CO,1,S,CO,0,0,0,A,0,0,0,0,other,0.4411764705882353,0.00012096774193548387
99289435,2020-03-01,B,3.56,150000.0,2020-02-01,2020-04-01,75,1,33.0,717.0,1,P,SF,1,P,GA,42340,0,0,W,0,1,0,0,30y,0.44,0.00022
99289440,2020-03-01,R,3.125,100000.0,2020-03-01,2020-05-01,35,2,9.0,811.0,0,R,SF,1,P,MI,0,0,0,A,0,0,0,0,15y,0.2571428571428571,9e-05
99289443,2020-03-01,R,3.5,326000.0,2020-02-01,2020-04-01,58,2,19.0,791.0,0,R,PU,1,P,CO,19740,0,0,A,0,0,0,0,30y,0.3275862068965517,5.8282208588957056e-05
99289446,2020-03-01,C,3.875,371000.0,2020-02-01,2020-04-01,75,1,33.0,747.0,0,C,PU,1,P,GA,12060,0,0,A,0,1,0,0,30y,0.44,8.894878706199461e-05
99289449,2020-03-01,C,4.125,290000.0,2019-12-01,2020-02-01,50,2,49.0,766.0,0,C,SF,1,P,CO,0,0,0,A,0,0,0,0,15y,0.98,0.00016896551724137932
99289450,2020-03-01,R,3.25,177000.0,2020-02-01,2020-04-01,38,1,14.0,695.0,0,C,PU,1,P,CO,0,0,0,A,0,1,0,0,other,0.3684210526315789,7.909604519774011e-05
99289457,2020-03-01,R,3.375,438000.0,2020-03-01,2020-05-01,84,2,27.0,801.0,0,R,SF,1,P,OH,18140,0,0,W,0,0,0,1,30y,0.32142857142857145,6.164383561643835e-05
99289459,2020-03-01,R,3.69,104000.0,2019-10-01,2019-12-01,80,1,23.0,738.0,0,R,SF,1,P,OH,17140,0,0,A,0,1,0,0,30y,0.2875,0.00022115384615384616
99289472,2020-03-01,R,3.875,206000.0,2020-03-01,2020-05-01,73,2,31.0,812.0,0,R,SF,1,I,OH,18140,0,0,A,0,1,0,0,30y,0.4246575342465753,0.00015048543689320389
99289475,2020-03-01,R,3.75,82000.0,2020-02-01,2020-04-01,90,1,37.0,771.0,0,P,CO,1,P,GA,12060,0,0,A,0,0,0,1,15y,0.4111111111111111,0.00045121951219512197
99289476,2020-03-01,C,3.99,304000.0,2020-03-01,2020-05-01,95,2,32.0,707.0,0,P,SF,1,P,GA,12060,0,0,A,0,0,0,1,30y,0.3368421052631579,0.00010526315789473685
99289480,2020-03-01,R,3.625,436000.0,2020-02-01,2020-04-01,95,1,37.0,783.0,0,P,PU,1,P,GA,12060,0,0,A,0,0,0,1,30y,0.3894736842105263,8.486238532110092e-05
99289486,2020-03-01,R,3.25,448000.0,2020-03-01,2020-05-01,87,1,50.0,750.0,0,R,PU,1,P,GA,12060,0,0,W,0,1,0,1,30y,0.5747126436781609,0.00011160714285714285
99289495,2020-03-01,C,3.99,260000.0,2020-02-01,2020-04-01,65,2,46.0,769.0,0,C,SF,1,P,CO,0,0,0,W,0,1,0,0,30y,0.7076923076923077,0.00017692307692307693
99289502,2020-03-01,R,3.875,176000.0,2020-03-01,2020-05-01,80,1,41.0,738.0,0,C,SF,1,P,VA,40060,0,0,A,0,1,0,0,other,0.5125,0.00023295454545454544
99289503,2020-03-01,R,3.625,274000.0,2020-02-01,2020-04-01,74,1,20.0,764.0,0,C,PU,1,P,CO,19740,0,0,A,0,0,0,0,30y,0.2702702702702703,7.299270072992701e-05
99289504,2020-03-01,B,3.25,478000.0,2020-02-01,2020-04-01,74,1,43.0,796.0,0,R,PU,1,P,VA,47900,0,0,W,0,1,0,0,30y,0.581081081081081,8.99581589958159e-05
99289507,2020-03-01,C,3.625,206000.0,2020-01-01,2020-03-01,59,2,39.0,800.0,0,R,SF,1,P,CO,19740,0,0,A,0,0,1,0,30y,0.6610169491525424,0.00018932038834951456
99289509,2020-03-01,C,3.875,180000.0,2020-02-01,2020-05-01,69,1,27.0,685.0,0,C,SF,1,P,MI,0,0,0,A,0,0,0,0,30y,0.391304347826087,0.00015
99289511,2020-03-01,R,3.875,82000.0,2020-02-01,2020-04-01,75,1,11.0,740.0,0,R,CO,1,P,MI,19820,0,0,A,0,0,0,0,15y,0.14666666666666667,0.00013414634146341464
99289522,2020-03-01,R,3.875,465000.0,2020-02-01,2020-04-01,75,2,45.0,722.0,1,P,SF,1,P,VA,47900,0,0,A,0,0,0,0,30y,0.6,9.67741935483871e-05
99289526,2020-03-01,R,3.625,293000.0,2020-02-01,2020-04-01,90,2,23.0,797.0,1,P,SF,1,P,GA,12060,0,0,A,0,1,0,1,30y,0.25555555555555554,7.849829351535836e-05
99289527,2020-03-01,R,3.375,147000.0,2020-03-01,2020-05-01,43,1,29.0,729.0,1,P,CO,1,P,CO,19740,0,0,A,0,0,0,0,30y,0.6744186046511628,0.00019727891156462584
99289529,2020-03-01,C,3.625,341000.0,2019-12-01,2020-02-01,97,1,45.0,752.0,1,P,PU,1,P,CO,19740,0,0,A,0,1,0,1,30y,0.4639175257731959,0.00013196480938416422
99289536,2020-03-01,B,3.875,266000.0,2020-03-01,2020-05-01,74,2,44.0,691.0,0,C,PU,1,P,CO,17820,0,0,A,0,0,0,0,other,0.5945945945945946,0.00016541353383458648
99289538,2020-03-01,R,3.75,572000.0,2020-02-01,2020-04-01,90,1,45.0,776.0,0,P,SF,1,P,CO,19740,0,0,A,1,1,0,1,30y,0.5,7.867132867132867e-05
99289541,2020-03-01,B,3.598,184000.0,2020-03-01,2020-05-01,80,2,18.0,808.0,0,P,SF,1,P,MI,19820,0,0,W,0,0,0,0,30y,0.225,9.782608695652174e-05
99289552,2020-03-01,R,3.125,200000.0,2020-02-01,2020-04-01,58,2,30.0,719.0,0,R,SF,1,P,GA,12060,0,0,W,0,0,0,0,15y,0.5172413793103449,0.00015
99289554,2020-03-01,R,3.99,240000.0,2020-01-01,2020-03-01,80,1,47.0,696.0,0,P,PU,1,P,GA,23580,0,0,A,0,1,0,0,30y,0.5875,0.00019583333333333334
99289560,2020-03-01,R,3.5,265000.0,2020-01-01,2020-03-01,93,1,36.0,771.0,0,P,SF,1,P,GA,12060,0,0,A,0,0,0,1,30y,0.3870967741935484,0.0001358490566037736
99289561,2020-03-01,R,3.875,129000.0,2020-01-01,2020-03-01,80,1,30.0,720.0,0,P,PU,1,P,GA,12060,1,0,A,0,0,0,0,30y,0.375,0.00023255813953488373
99289568,2020-03-01,C,3.25,493000.0,2020-02-01,2020-04-01,74,1,46.0,790.0,0,R,PU,1,P,GA,12060,0,0,W,0,1,0,0,30y,0.6216216216216216,9.330628803245436e-05
99289572,2020-03-01,B,3.75,327000.0,2020-03-01,2020-05-01,93,1,49.0,762.0,0,R,PU,1,P,CO,19740,0,0,A,0,1,0,1,30y,0.5268817204301075,0.00014984709480122323
99289573,2020-03-01,B,3.625,475000.0,2020-02-01,2020-04-01,80,2,36.0,814.0,0,P,PU,1,P,GA,12060,0,0,A,0,1,0,0,30y,0.45,7.578947368421052e-05
99289586,2020-03-01,R,4.0,140000.0,2020-01-01,2020-03-01,80,1,31.0,765.0,0,C,SF,1,P,OH,0,0,0,A,0,0,0,0,30y,0.3875,0.00022142857142857142
99289598,2020-03-01,R,3.125,220000.0,2020-02-01,2020-04-01,27,1,10.0,766.0,0,P,SF,1,P,OH,17140,0,0,A,0,0,0,0,15y,0.37037037037037035,4.545454545454545e-05
99289606,2020-03-01,R,4.125,105000.0,2020-02-01,2020-05-01,75,2,44.0,762.0,0,C,CO,1,P,MI,19820,0,0,A,0,0,0,0,30y,0.5866666666666667,0.000419047619047619
99289607,2020-03-01,R,3.75,160000.0,2020-02-01,2020-04-01,77,2,45.0,763.0,0,R,SF,1,P,OH,17140,0,0,W,0,0,0,0,other,0.5844155844155844,0.00028125
99289614,2020-03-01,R,3.875,155000.0,2020-03-01,2020-05-01,90,1,32.0,797.0,1,P,SF,1,P,OH,10420,0,0,A,0,0,0,1,30y,0.35555555555555557,0.0002064516129032258
99289624,2020-03-01,R,3.0,100000.0,2020-01-01,2020-03-01,55,2,20.0,769.0,0,R,SF,1,P,OH,15940,0,0,A,0,0,0,0,15y,0.36363636363636365,0.0002
99289631,2020-03-01,B,3.99,160000.0,2020-02-01,2020-04-01,69,2,34.0,735.0,0,C,SF,1,P,CO,19740,0,0,A,0,1,0,0,30y,0.4927536231884058,0.0002125
99289634,2020-03-01,C,3.625,267000.0,2020-02-01,2020-04-01,70,1,33.0,764.0,0,C,SF,1,P,GA,12060,0,0,W,0,0,0,0,30y,0.4714285714285714,0.00012359550561797752
99289636,2020-03-01,B,3.75,414000.0,2020-03-01,2020-05-01,88,1,21.0,780.0,0,R,SF,1,P,VA,47900,0,0,W,0,1,0,1,30y,0.23863636363636365,5.072463768115942e-05
99289646,2020-03-01,R,3.35,175000.0,2020-03-01,2020-05-01,73,1,26.0,809.0,0,R,SF,1,P,OH,17460,0,0,W,0,0,0,0,other,0.3561643835616438,0.00014857142857142857
99289651,2020-03-01,C,3.5,445000.0,2020-02-01,2020-04-01,69,1,37.0,786.0,0,R,SF,1,P,CO,19740,0,0,W,0,1,0,0,30y,0.5362318840579711,8.314606741573034e-05
99289652,2020-03-01,R,3.625,205000.0,2020-02-01,2020-04-01,82,1,38.0,718.0,0,R,PU,1,P,GA,12060,0,0,W,0,1,0,1,15y,0.4634146341463415,0.0001853658536585366
99289657,2020-03-01,R,3.99,100000.0,2020-02-01,2020-04-01,58,1,36.0,808.0,0,P,SF,1,P,OH,0,0,0,A,0,1,0,0,30y,0.6206896551724138,0.00036
99289665,2020-03-01,R,3.125,450000.0,2020-03-01,2020-05-01,56,2,37.0,776.0,0,C,SF,1,P,VA,40060,0,0,A,0,1,0,0,15y,0.6607142857142857,8.222222222222222e-05
99289666,2020-03-01,C,3.75,384000.0,2020-02-01,2020-04-01,80,2,36.0,812.0,0,P,PU,1,S,CO,17820,0,0,A,0,1,0,0,30y,0.45,9.375e-05
99289678,2020-03-01,R,3.0,370000.0,2020-02-01,2020-03-01,95,2,40.0,734.0,0,R,SF,1,P,OH,19430,0,0,A,0,1,0,1,15y,0.42105263157894735,0.00010810810810810811
99289687,2020-03-01,R,3.99,271000.0,2020-02-01,2020-04-01,95,2,32.0,764.0,0,R,CO,1,P,GA,12060,0,0,A,0,0,0,1,30y,0.3368421052631579,0.00011808118081180812
99289688,2020-03-01,R,4.125,86000.0,2020-02-01,2020-05-01,43,2,30.0,818.0,0,C,SF,1,P,MI,19820,0,0,A,0,0,0,0,30y,0.6976744186046512,0.0003488372093023256
99289696,2020-03-01,R,3.875,118000.0,2020-02-01,2020-04-01,78,2,26.0,763.0,1,P,SF,1,P,OH,15940,0,0,A,0,0,0,0,30y,0.3333333333333333,0.00022033898305084745
99289700,2020-03-01,C,3.625,231000.0,2020-02-01,2020-04-01,69,2,17.0,699.0,0,R,PU,1,P,OH,17140,0,0,A,0,0,0,0,other,0.2463768115942029,7.35930735930736e-05
99289709,2020-03-01,R,3.375,439000.0,2020-02-01,2020-04-01,80,2,20.0,765.0,1,P,PU,1,P,GA,12060,0,0,A,0,0,0,0,other,0.25,4.555808656036447e-05
99289721,2020-03-01,B,3.546,332000.0,2020-02-01,2020-04-01,88,1,45.0,681.0,0,R,SF,1,P,CO,19740,1,0,A,0,1,0,1,30y,0.5113636363636364,0.0001355421686746988
99289726,2020-03-01,R,3.99,182000.0,2020-01-01,2020-03-01,97,1,30.0,751.0,1,P,SF,1,P,MI,19820,0,0,A,0,1,0,1,30y,0.30927835051546393,0.00016483516483516484
99289727,2020-03-01,R,3.75,317000.0,2020-02-01,2020-04-01,74,2,42.0,775.0,0,R,SF,1,P,MI,19820,0,0,A,0,1,0,0,30y,0.5675675675675675,0.00013249211356466877
99289733,2020-03-01,B,3.75,227000.0,2020-03-01,2020-05-01,75,1,46.0,735.0,0,R,PU,1,P,VA,0,0,0,W,0,0,1,0,30y,0.6133333333333333,0.0002026431718061674
99289753,2020-03-01,R,3.99,124000.0,2020-02-01,2020-04-01,75,1,31.0,745.0,0,R,SF,1,P,OH,15940,0,0,W,0,0,0,0,other,0.41333333333333333,0.00025
99289759,2020-03-01,R,3.625,265000.0,2020-02-01,2020-04-01,75,2,16.0,718.0,0,R,CO,1,P,MI,0,0,0,W,0,0,0,0,30y,0.21333333333333335,6.037735849056604e-05
99289763,2020-03-01,C,4.99,205000.0,2020-02-01,2020-04-01,78,1,46.0,715.0,0,C,SF,1,P,GA,12060,0,0,A,0,1,0,0,30y,0.5897435897435898,0.00022439024390243903
99289779,2020-03-01,R,3.625,57000.0,2020-01-01,2020-03-01,39,1,44.0,819.0,0,R,SF,1,P,OH,0,0,0,A,0,0,0,0,other,1.1282051282051282,0.0007719298245614035
99289781,2020-03-01,R,3.75,193000.0,2019-12-01,2020-02-01,70,2,40.0,780.0,0,P,PU,1,S,OH,18140,0,0,A,0,0,0,0,30y,0.5714285714285714,0.0002072538860103627
99289784,2020-03-01,R,4.375,270000.0,2019-10-01,2019-12-01,90,1,48.0,716.0,1,P,SF,1,P,GA,12060,1,0,A,0,0,0,1,30y,0.5333333333333333,0.00017777777777777779
99289794,2020-03-01,C,4.0,254000.0,2019-12-01,2020-02-01,75,1,41.0,710.0,0,R,CO,1,P,VA,47900,1,0,A,0,0,1,0,30y,0.5466666666666666,0.00016141732283464567
99289796,2020-03-01,R,3.75,325000.0,2020-02-01,2020-04-01,60,1,29.0,721.0,0,C,PU,1,P,CO,14500,0,0,W,0,0,0,0,30y,0.48333333333333334,8.923076923076924e-05
99289805,2020-03-01,R,3.09,46000.0,2020-01-01,2020-03-01,46,1,29.0,680.0,0,R,SF,1,P,OH,17460,1,0,A,0,0,0,0,15y,0.6304347826086957,0.0006304347826086957
99289819,2020-03-01,R,3.875,220000.0,2020-02-01,2020-04-01,59,1,45.0,787.0,0,R,PU,1,I,CO,14500,0,0,A,0,1,0,0,30y,0.7627118644067796,0.00020454545454545454
99289827,2020-03-01,C,3.5,206000.0,2020-02-01,2020-04-01,75,1,27.0,786.0,0,R,SF,1,P,MI,19820,0,0,W,0,0,0,0,30y,0.36,0.00013106796116504855
99289829,2020-03-01,R,3.375,188000.0,2020-02-01,2020-04-01,38,2,24.0,809.0,0,C,SF,1,P,CO,14500,0,0,W,0,0,0,0,other,0.631578947368421,0.0001276595744680851
99289832,2020-03-01,C,3.5,264000.0,2020-01-01,2020-03-01,59,1,18.0,701.0,0,C,SF,1,P,MI,19820,0,0,W,0,0,0,0,15y,0.3050847457627119,6.818181818181818e-05
99289842,2020-03-01,R,3.99,293000.0,2020-02-01,2020-04-01,84,1,45.0,687.0,0,R,SF,1,P,CO,17820,0,0,A,0,0,0,1,30y,0.5357142857142857,0.00015358361774744027
99289849,2020-03-01,B,3.875,252000.0,2020-03-01,2020-05-01,72,1,42.0,803.0,0,R,CO,1,I,MI,19820,0,0,W,0,1,0,0,30y,0.5833333333333334,0.00016666666666666666
99289870,2020-03-01,R,3.75,314000.0,2020-01-01,2020-03-01,79,1,42.0,714.0,0,R,PU,1,P,CO,19740,0,0,W,0,1,0,0,30y,0.5316455696202531,0.00013375796178343948
99289875,2020-03-01,R,4.375,101000.0,2020-02-01,2020-04-01,75,1,42.0,671.0,0,C,SF,1,P,OH,45780,0,0,A,0,1,0,0,30y,0.56,0.00041584158415841583
99289878,2020-03-01,C,3.875,276000.0,2020-03-01,2020-05-01,74,1,38.0,762.0,0,R,PU,1,P,GA,12060,0,0,W,0,1,0,0,30y,0.5135135135135135,0.00013768115942028986
99289882,2020-03-01,R,2.75,110000.0,2020-02-01,2020-04-01,76,1,40.0,636.0,0,R,SF,1,P,GA,12060,0,0,A,0,0,1,0,15y,0.5263157894736842,0.0003636363636363636
99289890,2020-03-01,R,3.375,396000.0,2020-02-01,2020-04-01,80,1,38.0,777.0,0,P,PU,1,S,CO,19740,0,0,A,0,0,0,0,15y,0.475,9.595959595959596e-05
99289897,2020-03-01,C,3.625,418000.0,2020-03-01,2020-05-01,80,1,24.0,796.0,1,P,PU,1,P,CO,19740,0,0,W,0,0,0,0,30y,0.3,5.741626794258373e-05
99289906,2020-03-01,R,3.375,178000.0,2020-02-01,2020-04-01,80,1,40.0,741.0,0,R,SF,1,P,MI,19820,1,0,W,0,0,0,0,30y,0.5,0.00022471910112359551
99289908,2020-03-01,R,3.5,116000.0,2019-12-01,2020-02-01,57,2,38.0,748.0,0,C,SF,1,P,OH,18140,0,0,A,0,1,0,0,15y,0.6666666666666666,0.00032758620689655175
99289917,2020-03-01,C,4.875,225000.0,2020-01-01,2020-03-01,53,2,23.0,810.0,0,P,SF,1,I,CO,17820,0,0,A,0,1,0,0,30y,0.4339622641509434,0.00010222222222222222
99289929,2020-03-01,R,3.375,135000.0,2020-02-01,2020-04-01,51,1,21.0,812.0,0,C,CO,1,P,MI,19820,0,0,A,0,1,0,0,other,0.4117647058823529,0.00015555555555555556
99289955,2020-03-01,C,3.375,371000.0,2020-02-01,2020-04-01,60,2,23.0,784.0,0,R,PU,1,P,MI,19820,0,0,W,0,1,0,0,30y,0.38333333333333336,6.199460916442049e-05
99289956,2020-03-01,R,3.99,174000.0,2020-02-01,2020-04-01,84,2,28.0,769.0,0,R,SF,1,P,MI,19820,0,0,W,0,0,0,1,30y,0.3333333333333333,0.00016091954022988506
99289963,2020-03-01,R,3.25,340000.0,2020-03-01,2020-05-01,68,1,27.0,801.0,0,R,SF,1,P,CO,19740,0,0,W,0,0,0,0,30y,0.39705882352941174,7.941176470588236e-05
99289970,2020-03-01,C,3.625,375000.0,2020-02-01,2020-04-01,65,1,37.0,732.0,0,R,SF,1,P,CO,19740,0,0,W,0,1,0,0,30y,0.5692307692307692,9.866666666666666e-05
99289982,2020-03-01,R,4.875,293000.0,2020-03-01,2020-05-01,75,2,44.0,675.0,0,C,SF,1,P,GA,12060,0,0,A,0,0,0,0,30y,0.5866666666666667,0.00015017064846416383
99289985,2020-03-01,C,3.875,418000.0,2019-11-01,2020-01-01,75,1,35.0,733.0,0,R,SF,1,P,VA,40060,0,0,W,0,0,0,0,30y,0.4666666666666667,8.373205741626794e-05
99289992,2020-03-01,R,3.5,627000.0,2020-02-01,2020-04-01,95,1,31.0,782.0,1,P,PU,1,P,VA,47900,0,0,A,1,1,0,1,30y,0.3263157894736842,4.944178628389155e-05
99290000,2020-03-01,C,3.875,231000.0,2020-02-01,2020-04-01,95,1,38.0,739.0,0,P,PU,1,P,VA,16820,0,0,A,0,0,0,1,30y,0.4,0.0001645021645021645
99290002,2020-03-01,R,3.499,304000.0,2020-02-01,2020-04-01,84,1,43.0,778.0,0,P,PU,1,P,GA,0,0,0,A,0,1,0,1,30y,0.5119047619047619,0.00014144736842105262
99290020,2020-03-01,R,3.75,200000.0,2020-02-01,2020-04-01,80,2,39.0,775.0,0,P,SF,1,P,OH,17140,0,0,A,0,0,0,0,30y,0.4875,0.000195
99290022,2020-03-01,B,3.502,440000.0,2020-02-01,2020-04-01,75,2,24.0,806.0,0,R,PU,1,P,CO,19740,0,0,W,0,1,0,0,30y,0.32,5.4545454545454546e-05
99290025,2020-03-01,R,3.75,337000.0,2020-02-01,2020-04-01,71,2,35.0,759.0,0,R,SF,1,P,MI,0,0,0,W,0,0,0,0,30y,0.49295774647887325,0.00010385756676557863
99290036,2020-03-01,R,3.375,182000.0,2020-03-01,2020-05-01,78,1,49.0,740.0,0,R,PU,1,P,CO,24300,0,0,A,0,0,0,0,30y,0.6282051282051282,0.0002692307692307692
99290041,2020-03-01,C,3.75,484000.0,2019-09-01,2019-11-01,67,2,39.0,751.0,0,R,SF,1,P,MI,19820,0,0,A,0,1,0,0,30y,0.582089552238806,8.057851239669422e-05
99290047,2020-03-01,C,3.99,164000.0,2020-01-01,2020-03-01,64,1,44.0,723.0,0,R,CO,1,P,MI,11460,0,0,W,0,1,0,0,30y,0.6875,0.0002682926829268293
99290054,2020-03-01,C,3.625,345000.0,2020-02-01,2020-04-01,61,2,27.0,793.0,0,R,SF,1,S,CO,0,0,0,A,0,0,0,0,30y,0.4426229508196721,7.82608695652174e-05
99290059,2020-03-01,C,4.0,138000.0,2020-02-01,2020-04-01,69,1,29.0,750.0,0,C,SF,1,P,GA,0,0,0,A,0,1,0,0,30y,0.42028985507246375,0.00021014492753623187
99290065,2020-03-01,C,4.0,145000.0,2020-02-01,2020-04-01,80,1,31.0,750.0,0,P,PU,1,I,GA,12060,0,0,A,0,0,0,0,30y,0.3875,0.00021379310344827587
99290068,2020-03-01,R,3.25,425000.0,2020-03-01,2020-05-01,75,2,44.0,769.0,0,R,CO,1,P,VA,47900,0,0,W,0,0,0,0,30y,0.5866666666666667,0.00010352941176470589
99290074,2020-03-01,R,3.625,188000.0,2020-02-01,2020-04-01,68,2,41.0,750.0,0,C,SF,1,P,CO,17820,0,0,W,0,1,0,0,30y,0.6029411764705882,0.00021808510638297873
99290085,2020-03-01,R,3.375,260000.0,2020-03-01,2020-05-01,80,2,38.0,705.0,0,R,SF,1,P,OH,45780,0,0,W,0,0,0,0,30y,0.475,0.00014615384615384615
99290091,2020-03-01,R,3.25,73000.0,2020-02-01,2020-04-01,80,1,45.0,786.0,0,R,CO,1,P,OH,17460,0,0,A,0,0,0,0,30y,0.5625,0.0006164383561643835
99290095,2020-03-01,R,3.99,362000.0,2020-03-01,2020-05-01,63,2,41.0,704.0,0,C,SF,1,P,CO,19740,0,0,A,0,1,0,0,30y,0.6507936507936508,0.0001132596685082873
99290097,2020-03-01,R,3.75,489000.0,2020-02-01,2020-04-01,80,1,45.0,763.0,0,P,CO,1,P,MI,19820,0,0,A,0,1,0,0,30y,0.5625,9.202453987730062e-05
99290107,2020-03-01,R,3.875,219000.0,2020-03-01,2020-05-01,80,2,29.0,694.0,0,R,PU,1,P,VA,0,0,0,A,0,0,0,0,30y,0.3625,0.00013242009132420092
99290119,2020-03-01,C,5.375,228000.0,2020-02-01,2020-04-01,97,2,42.0,709.0,1,P,PU,1,P,GA,12060,0,0,A,0,1,0,0,30y,0.4329896907216495,0.00018421052631578948
99290120,2020-03-01,C,4.875,246000.0,2020-02-01,2020-04-01,97,2,45.0,736.0,1,P,PU,1,P,GA,12060,0,0,A,0,1,0,0,30y,0.4639175257731959,0.00018292682926829268
99290121,2020-03-01,C,5.0,175000.0,2020-02-01,2020-04-01,97,1,45.0,793.0,1,P,PU,1,P,GA,12060,1,0,A,0,0,0,0,30y,0.4639175257731959,0.00025714285714285715
99290122,2020-03-01,C,4.5,168000.0,2020-01-01,2020-03-01,97,1,35.0,800.0,1,P,PU,1,P,GA,42340,0,0,A,0,1,0,0,30y,0.36082474226804123,0.00020833333333333335
99290123,2020-03-01,C,5.25,262000.0,2020-01-01,2020-03-01,97,1,39.0,732.0,1,P,PU,1,P,VA,47900,0,0,A,0,1,0,0,30y,0.4020618556701031,0.00014885496183206107
99290124,2020-03-01,C,4.5,268000.0,2020-02-01,2020-04-01,97,1,38.0,780.0,1,P,PU,1,P,GA,12060,0,0,A,0,0,0,0,30y,0.3917525773195876,0.00014179104477611942
99290128,2020-03-01,C,5.25,230000.0,2020-01-01,2020-03-01,97,1,37.0,712.0,1,P,CO,1,P,GA,12060,0,0,A,0,1,0,0,30y,0.38144329896907214,0.00016086956521739132
99290137,2020-03-01,C,5.125,204000.0,2020-01-01,2020-03-01,97,1,44.0,701.0,1,P,PU,1,P,GA,12060,1,0,A,0,1,0,0,30y,0.4536082474226804,0.00021568627450980392
99290139,2020-03-01,C,5.0,156000.0,2020-02-01,2020-04-01,95,2,35.0,760.0,0,P,SF,1,P,GA,12060,0,0,A,0,1,0,0,30y,0.3684210526315789,0.00022435897435897436
99290140,2020-03-01,C,5.375,183000.0,2019-12-01,2020-02-01,97,1,43.0,751.0,0,P,PU,1,P,GA,12060,1,0,A,0,0,0,0,30y,0.44329896907216493,0.0002349726775956284
99290143,2020-03-01,C,5.375,285000.0,2020-01-01,2020-03-01,95,2,44.0,763.0,0,P,SF,1,P,GA,12060,0,0,A,0,0,0,0,30y,0.4631578947368421,0.0001543859649122807
99290145,2020-03-01,R,3.99,221000.0,2020-03-01,2020-05-01,90,1,48.0,792.0,0,P,PU,1,P,OH,17460,0,0,A,0,0,0,1,30y,0.5333333333333333,0.00021719457013574662
99290158,2020-03-01,C,3.99,378000.0,2020-02-01,2020-04-01,80,1,34.0,721.0,0,C,PU,1,P,GA,12060,0,0,A,0,1,0,0,30y,0.425,8.994708994708995e-05
99290174,2020-03-01,R,4.75,243000.0,2020-02-01,2020-05-01,77,2,45.0,692.0,0,R,PU,1,P,GA,12060,0,0,A,0,1,0,0,30y,0.5844155844155844,0.00018518518518518518
99290178,2020-03-01,R,3.99,266000.0,2020-02-01,2020-04-01,62,1,35.0,802.0,0,P,PU,1,P,VA,47900,0,0,A,0,1,0,0,30y,0.5645161290322581,0.00013157894736842105
99290183,2020-03-01,R,3.875,211000.0,2020-03-01,2020-05-01,94,1,38.0,778.0,0,P,PU,1,P,GA,12060,0,0,A,0,0,0,1,30y,0.40425531914893614,0.00018009478672985783
99290184,2020-03-01,R,3.75,344000.0,2020-02-01,2020-04-01,75,2,22.0,712.0,0,R,PU,1,I,CO,19740,0,0,A,0,0,0,0,30y,0.29333333333333333,6.395348837209303e-05
