,CHANNEL,FIRST_FLAG,PURPOSE,PROP,OCC_STAT,STATE,MSA,HOMEREADY_PROGRAM_INDICATOR,RELOCATION_MORTGAGE_INDICATOR,PROPERTY_INSPECTION_WAIVER_INDICATOR,HIGH_BALANCE_LOAN_INDICATOR,MI,TERM,CSCORE_B,DTI,OLTV,ORIG_RATE,ORIG_UPB,NUM_BO,NO_UNITS,DTI_LTV,DTI_UPB
93515,R,0,R,SF,P,MI,19820,0,0,W,0,0,other,816.0,43.0,69,3.875,292000.0,1,1,0.6231884057971014,0.00014726027397260274
10664,R,0,R,SF,P,MI,19820,0,0,W,0,0,30y,807.0,24.0,74,3.875,150000.0,1,1,0.32432432432432434,0.00016
45332,C,0,R,SF,P,VA,40220,0,0,A,0,0,30y,770.0,23.0,75,3.75,200000.0,2,1,0.30666666666666664,0.000115
31087,C,1,P,PU,P,CO,0,0,0,A,0,1,30y,779.0,22.0,84,4.49,236000.0,2,1,0.2619047619047619,9.322033898305085e-05
7153,R,0,P,CO,P,CO,22660,0,0,A,0,1,30y,715.0,44.0,95,4.25,315000.0,1,1,0.4631578947368421,0.00013968253968253967
9558,B,0,P,SF,P,VA,40060,0,0,A,0,1,30y,748.0,47.0,95,3.875,380000.0,1,1,0.49473684210526314,0.0001236842105263158
83992,B,0,C,SF,P,CO,19740,0,0,W,0,0,30y,783.0,37.0,50,3.25,237000.0,1,1,0.74,0.00015611814345991562
6498,B,1,P,SF,P,GA,12060,0,0,A,0,1,30y,780.0,30.0,85,3.625,290000.0,2,1,0.35294117647058826,0.00010344827586206896
67803,R,0,R,CO,P,MI,11460,0,0,A,0,1,30y,765.0,33.0,95,3.25,309000.0,2,1,0.3473684210526316,0.00010679611650485437
73258,C,0,P,PU,P,VA,47260,0,0,A,0,0,30y,775.0,15.0,80,3.875,484000.0,2,1,0.1875,3.099173553719008e-05
33042,R,0,R,SF,P,OH,0,0,0,A,0,0,30y,791.0,32.0,73,3.625,159000.0,1,1,0.4383561643835616,0.00020125786163522014
61572,R,0,R,SF,P,MI,19820,0,0,A,0,1,30y,720.0,44.0,95,4.25,138000.0,2,1,0.4631578947368421,0.00031884057971014494
63699,R,0,R,PU,P,VA,47900,0,0,A,1,1,30y,779.0,43.0,93,3.5,583000.0,1,1,0.46236559139784944,7.375643224699829e-05
30571,C,0,C,SF,P,CO,19740,0,0,A,0,0,30y,796.0,25.0,72,4.125,484000.0,2,1,0.3472222222222222,5.165289256198347e-05
55133,C,0,C,PU,P,CO,24540,0,0,A,0,0,30y,760.0,32.0,64,4.0,210000.0,1,1,0.5,0.00015238095238095237
42126,R,0,R,SF,P,MI,19820,0,0,A,0,1,15y,776.0,27.0,84,2.99,276000.0,1,1,0.32142857142857145,9.782608695652174e-05
101571,C,0,R,PU,P,CO,19740,0,0,A,0,1,30y,787.0,29.0,91,3.5,371000.0,2,1,0.31868131868131866,7.816711590296496e-05
6446,R,1,P,SF,P,CO,19740,0,0,A,0,1,30y,754.0,29.0,95,3.875,361000.0,1,1,0.30526315789473685,8.033240997229917e-05
59004,B,0,C,PU,I,CO,19740,0,0,A,0,0,other,730.0,49.0,75,4.25,333000.0,2,1,0.6533333333333333,0.00014714714714714715
43535,B,0,C,SF,P,CO,19740,0,0,A,0,0,30y,793.0,42.0,80,3.875,292000.0,1,1,0.525,0.00014383561643835615
59931,C,0,P,CO,I,CO,19740,0,0,A,0,0,30y,783.0,46.0,75,4.125,197000.0,2,1,0.6133333333333333,0.000233502538071066
69150,C,0,R,PU,P,GA,12060,0,0,A,0,0,30y,706.0,46.0,78,3.875,286000.0,1,1,0.5897435897435898,0.00016083916083916083
61103,B,0,P,SF,I,VA,47260,0,0,A,0,0,30y,758.0,46.0,80,4.875,136000.0,2,1,0.575,0.00033823529411764706
104269,R,0,R,SF,I,GA,12060,0,0,W,0,0,30y,760.0,17.0,75,4.5,191000.0,1,1,0.22666666666666666,8.900523560209424e-05
97627,R,1,P,SF,P,GA,12060,0,0,A,0,1,30y,795.0,37.0,89,3.625,259000.0,2,1,0.4157303370786517,0.00014285714285714287
31769,R,1,P,SF,P,MI,24340,0,0,A,0,0,30y,710.0,46.0,80,3.875,171000.0,1,1,0.575,0.0002690058479532164
73171,C,0,R,SF,P,VA,40060,0,0,W,0,0,30y,754.0,20.0,72,3.875,192000.0,2,1,0.2777777777777778,0.00010416666666666667
98320,C,0,C,SF,P,MI,19820,0,0,A,0,0,30y,731.0,27.0,46,3.875,280000.0,1,1,0.5869565217391305,9.642857142857143e-05
44862,R,0,R,PU,P,CO,19740,0,0,W,0,0,30y,808.0,25.0,80,3.75,311000.0,1,1,0.3125,8.038585209003216e-05
28974,R,0,C,SF,P,CO,19740,0,0,W,0,0,30y,750.0,33.0,57,3.875,255000.0,1,1,0.5789473684210527,0.00012941176470588234
55917,R,0,C,SF,P,MI,33780,0,0,A,0,0,30y,680.0,41.0,80,5.0,156000.0,2,1,0.5125,0.0002628205128205128
15324,R,0,C,SF,P,OH,15940,0,0,W,0,0,30y,785.0,42.0,70,3.99,162000.0,2,1,0.6,0.00025925925925925926
10691,C,0,R,SF,P,CO,24300,0,0,W,0,0,30y,722.0,39.0,75,3.625,461000.0,2,1,0.52,8.459869848156182e-05
92940,B,0,R,SF,P,MI,19820,0,0,A,0,0,15y,720.0,46.0,56,3.0,321000.0,1,1,0.8214285714285714,0.00014330218068535827
82931,R,0,C,SF,P,GA,12060,0,0,A,0,0,15y,685.0,34.0,77,3.5,158000.0,1,1,0.44155844155844154,0.00021518987341772152
64517,R,0,P,SF,P,OH,0,0,0,A,0,1,30y,790.0,36.0,95,3.75,141000.0,1,1,0.37894736842105264,0.0002553191489361702
86859,C,0,P,SF,P,MI,19820,0,0,A,0,1,30y,766.0,34.0,95,3.49,195000.0,1,1,0.35789473684210527,0.00017435897435897436
1279,C,1,P,SF,P,VA,31340,1,0,A,0,1,30y,803.0,23.0,97,3.625,138000.0,1,1,0.23711340206185566,0.00016666666666666666
57337,R,0,R,PU,P,GA,12060,0,0,W,0,0,30y,728.0,38.0,56,3.625,210000.0,2,1,0.6785714285714286,0.00018095238095238095
50774,C,0,P,CO,P,VA,47260,0,0,A,0,1,30y,737.0,40.0,82,3.99,178000.0,1,1,0.4878048780487805,0.00022471910112359551
51070,R,0,R,SF,P,MI,33220,0,0,A,0,0,15y,799.0,25.0,59,3.125,285000.0,2,1,0.423728813559322,8.771929824561403e-05
89757,R,0,R,PU,P,VA,47900,0,0,A,0,1,30y,802.0,48.0,95,3.75,416000.0,1,1,0.5052631578947369,0.00011538461538461538
14019,C,1,P,PU,P,OH,17460,0,0,A,0,0,30y,808.0,41.0,70,3.625,216000.0,1,1,0.5857142857142857,0.0001898148148148148
87852,R,0,R,PU,P,OH,18140,0,0,A,0,0,15y,816.0,28.0,63,3.25,257000.0,1,1,0.4444444444444444,0.00010894941634241245
68522,R,0,R,PU,P,OH,18140,0,0,A,0,1,30y,699.0,36.0,94,3.99,195000.0,1,1,0.3829787234042553,0.0001846153846153846
30877,C,1,P,CO,P,CO,19740,0,0,A,0,1,30y,798.0,23.0,86,4.375,231000.0,1,1,0.26744186046511625,9.956709956709956e-05
26892,R,0,R,SF,P,MI,11460,0,0,W,0,0,other,794.0,32.0,36,3.5,106000.0,2,1,0.8888888888888888,0.0003018867924528302
8600,R,0,P,SF,P,OH,45780,0,0,A,0,1,30y,711.0,47.0,90,4.25,134000.0,1,1,0.5222222222222223,0.0003507462686567164
8183,R,0,R,CO,S,VA,16820,0,0,A,0,1,30y,815.0,44.0,90,3.875,261000.0,2,1,0.4888888888888889,0.0001685823754789272
68489,C,1,P,SF,P,MI,28020,1,0,A,0,1,30y,716.0,39.0,97,3.875,155000.0,1,1,0.4020618556701031,0.00025161290322580645
67111,C,1,P,SF,P,CO,19740,0,0,W,0,0,30y,797.0,26.0,80,3.625,356000.0,2,1,0.325,7.303370786516854e-05
64579,R,0,R,SF,P,GA,12060,0,0,A,0,1,30y,738.0,48.0,85,3.875,265000.0,1,1,0.5647058823529412,0.00018113207547169812
103693,R,1,P,SF,P,CO,24540,0,0,A,0,1,30y,788.0,21.0,95,3.5,371000.0,2,1,0.22105263157894736,5.660377358490566e-05
93300,R,0,R,SF,P,CO,17820,0,0,W,0,0,30y,745.0,44.0,73,3.75,390000.0,2,1,0.6027397260273972,0.00011282051282051281
101368,C,0,R,SF,P,OH,17460,0,0,A,0,0,other,804.0,41.0,34,3.375,174000.0,1,1,1.2058823529411764,0.000235632183908046
49465,R,0,R,PU,P,OH,18140,0,0,W,0,0,15y,814.0,43.0,79,2.875,255000.0,1,1,0.5443037974683544,0.00016862745098039216
20362,R,0,C,SF,P,GA,12060,0,0,A,0,0,30y,786.0,36.0,49,3.625,177000.0,1,1,0.7346938775510204,0.00020338983050847457
47522,B,0,R,SF,P,CO,19740,0,0,A,0,0,30y,772.0,39.0,18,3.601,416000.0,3,1,2.1666666666666665,9.375e-05
96730,R,0,C,SF,P,OH,17140,0,0,A,0,0,30y,788.0,39.0,40,3.875,126000.0,2,1,0.975,0.0003095238095238095
29272,R,0,P,PU,P,GA,12060,1,0,A,0,1,30y,665.0,43.0,95,4.625,104000.0,1,1,0.45263157894736844,0.00041346153846153844
11771,C,0,R,PU,P,VA,40060,0,0,W,0,0,15y,792.0,13.0,56,3.625,217000.0,2,1,0.23214285714285715,5.990783410138249e-05
102430,R,0,P,SF,P,MI,22420,0,0,A,0,0,30y,801.0,30.0,63,3.5,212000.0,1,1,0.47619047619047616,0.00014150943396226416
52183,C,0,C,PU,P,CO,19740,0,0,A,0,0,30y,712.0,45.0,78,4.5,363000.0,1,1,0.5769230769230769,0.00012396694214876033
101935,R,0,R,SF,P,OH,0,0,0,A,0,0,other,692.0,49.0,79,4.5,118000.0,1,1,0.620253164556962,0.0004152542372881356
91764,R,0,C,SF,P,MI,19820,0,0,A,0,0,30y,685.0,29.0,70,4.625,110000.0,2,1,0.4142857142857143,0.0002636363636363636
61867,R,1,P,SF,P,OH,17460,0,0,A,0,1,30y,793.0,12.0,97,3.75,229000.0,2,1,0.12371134020618557,5.240174672489083e-05
100456,R,0,R,SF,P,OH,17460,0,0,A,0,0,other,771.0,26.0,75,3.75,150000.0,1,1,0.3466666666666667,0.00017333333333333334
47650,C,1,P,PU,P,VA,47900,0,0,A,0,1,30y,780.0,30.0,84,3.99,509000.0,1,1,0.35714285714285715,5.893909626719057e-05
77071,C,0,C,CO,P,MI,19820,0,0,W,0,0,30y,744.0,44.0,67,3.99,217000.0,1,1,0.6567164179104478,0.00020276497695852533
6891,C,0,P,PU,P,GA,12060,0,0,A,0,1,30y,736.0,38.0,90,3.375,316000.0,2,1,0.4222222222222222,0.00012025316455696203
88255,R,1,P,PU,P,GA,12060,0,0,A,0,1,30y,784.0,39.0,90,3.75,268000.0,2,1,0.43333333333333335,0.00014552238805970149
64702,R,0,P,PU,P,CO,0,0,0,A,0,1,30y,756.0,33.0,92,3.625,315000.0,1,1,0.358695652173913,0.00010476190476190476
51520,R,0,P,SF,P,GA,0,0,0,A,0,0,15y,699.0,36.0,29,3.75,59000.0,1,1,1.2413793103448276,0.0006101694915254237
10765,R,0,R,SF,P,VA,47900,0,0,A,0,0,other,796.0,40.0,66,3.375,470000.0,2,1,0.6060606060606061,8.510638297872341e-05
100927,R,0,R,SF,P,MI,40980,0,0,A,0,1,30y,740.0,48.0,84,3.125,150000.0,1,1,0.5714285714285714,0.00032
17446,R,0,C,SF,P,CO,19740,0,0,P,0,0,30y,757.0,43.0,62,3.875,160000.0,2,1,0.6935483870967742,0.00026875
20085,C,0,C,PU,I,GA,12060,0,0,A,0,0,30y,759.0,48.0,67,4.125,230000.0,2,1,0.7164179104477612,0.00020869565217391305
53310,R,0,C,SF,P,GA,12060,0,0,A,0,0,30y,804.0,22.0,37,3.74,187000.0,1,1,0.5945945945945946,0.00011764705882352942
73967,R,0,R,SF,P,GA,12060,0,0,W,0,0,15y,678.0,34.0,77,3.25,195000.0,2,1,0.44155844155844154,0.00017435897435897436
80768,R,0,C,SF,P,CO,24300,0,0,W,0,0,30y,768.0,43.0,67,4.125,147000.0,2,1,0.6417910447761194,0.0002925170068027211
18130,R,0,R,PU,I,GA,12060,0,0,A,0,0,30y,773.0,28.0,60,4.5,98000.0,1,1,0.4666666666666667,0.00028571428571428574
85777,C,0,C,SF,P,GA,12020,0,0,A,0,0,30y,698.0,37.0,77,4.5,206000.0,1,1,0.4805194805194805,0.0001796116504854369
45896,C,1,P,SF,P,VA,47260,0,0,A,0,1,30y,774.0,40.0,97,4.0,225000.0,1,1,0.41237113402061853,0.00017777777777777779
27609,R,0,P,SF,P,MI,29620,0,0,A,0,0,30y,787.0,23.0,80,3.875,304000.0,2,1,0.2875,7.565789473684211e-05
80130,C,0,C,CO,P,MI,19820,0,0,A,0,0,15y,718.0,50.0,80,3.5,284000.0,2,1,0.625,0.00017605633802816902
87878,R,1,P,SF,P,GA,12060,0,0,A,0,1,other,776.0,30.0,90,3.5,252000.0,2,1,0.3333333333333333,0.00011904761904761905
48707,R,0,R,PU,P,GA,12060,0,0,A,0,0,30y,813.0,36.0,75,4.374,313000.0,2,1,0.48,0.00011501597444089457
52392,R,0,R,SF,P,MI,0,0,0,W,0,1,15y,664.0,36.0,84,3.625,126000.0,1,1,0.42857142857142855,0.00028571428571428574
42398,C,1,P,SF,P,OH,17460,0,0,A,0,1,30y,782.0,16.0,95,3.625,89000.0,2,1,0.16842105263157894,0.00017977528089887642
71125,R,0,P,PU,P,CO,22660,0,0,A,0,0,30y,728.0,48.0,80,3.75,284000.0,1,1,0.6,0.00016901408450704225
101684,C,0,P,SF,P,GA,12060,0,0,A,0,0,30y,819.0,27.0,64,3.375,159000.0,1,1,0.421875,0.000169811320754717
21721,C,0,C,CO,P,VA,47900,0,0,W,0,0,30y,797.0,19.0,46,3.625,240000.0,1,1,0.41304347826086957,7.916666666666666e-05
15299,R,0,R,SF,P,OH,0,0,0,A,0,0,other,651.0,29.0,74,4.75,111000.0,2,1,0.3918918918918919,0.00026126126126126126
49799,B,0,R,CO,P,MI,19820,0,0,W,0,0,30y,723.0,29.0,69,3.199,357000.0,1,1,0.42028985507246375,8.123249299719888e-05
30194,B,0,R,PU,P,GA,23580,0,0,A,0,1,30y,748.0,48.0,82,3.875,409000.0,2,1,0.5853658536585366,0.00011735941320293399
39558,R,0,R,SF,P,MI,0,0,0,W,0,0,15y,785.0,29.0,38,3.25,95000.0,1,1,0.7631578947368421,0.00030526315789473684
31987,R,0,R,PU,P,CO,17820,0,0,A,0,1,30y,684.0,37.0,90,3.75,266000.0,2,1,0.4111111111111111,0.00013909774436090226
62591,R,0,P,SF,P,GA,12060,1,0,A,0,1,30y,667.0,43.0,85,4.125,104000.0,1,1,0.5058823529411764,0.00041346153846153844
33518,R,0,R,PU,P,GA,12060,0,0,A,0,1,30y,697.0,45.0,87,3.875,246000.0,2,1,0.5172413793103449,0.00018292682926829268
78645,R,0,P,PU,P,CO,19740,0,0,A,0,0,30y,744.0,42.0,68,3.75,350000.0,1,1,0.6176470588235294,0.00012
5059,R,0,P,PU,P,CO,19740,0,0,A,1,1,30y,747.0,47.0,94,4.125,561000.0,2,1,0.5,8.377896613190732e-05
15046,R,0,C,PU,P,OH,45780,0,0,A,0,0,30y,738.0,33.0,75,4.125,353000.0,2,1,0.44,9.34844192634561e-05
53100,R,0,P,PU,I,CO,22660,0,0,A,0,0,30y,800.0,44.0,45,4.75,204000.0,2,1,0.9777777777777777,0.00021568627450980392
56360,R,0,R,PU,P,CO,19740,0,0,W,0,0,15y,804.0,40.0,75,3.0,389000.0,2,1,0.5333333333333333,0.00010282776349614396
88228,C,0,R,SF,P,MI,19820,0,0,W,0,0,30y,694.0,21.0,49,3.75,243000.0,2,1,0.42857142857142855,8.641975308641975e-05
66561,C,0,R,CO,P,MI,11460,0,0,A,0,1,30y,779.0,20.0,95,4.25,313000.0,1,1,0.21052631578947367,6.389776357827476e-05
22811,R,1,P,CO,P,GA,12060,1,0,A,0,1,30y,801.0,27.0,95,3.99,143000.0,1,1,0.28421052631578947,0.00018881118881118882
46747,C,0,P,SF,P,MI,19820,0,0,A,0,1,30y,742.0,32.0,95,3.75,285000.0,1,1,0.3368421052631579,0.00011228070175438597
49016,C,0,R,SF,P,GA,0,0,0,A,0,0,30y,786.0,20.0,40,3.875,80000.0,2,1,0.5,0.00025
100152,B,0,R,PU,P,MI,19820,0,0,W,0,0,30y,729.0,28.0,75,3.625,264000.0,1,1,0.37333333333333335,0.00010606060606060606
61437,C,1,P,PU,P,CO,19740,0,0,A,0,0,30y,800.0,42.0,80,3.625,242000.0,1,1,0.525,0.00017355371900826445
81635,B,0,R,SF,P,VA,47900,1,0,A,0,1,30y,697.0,27.0,90,3.375,324000.0,1,1,0.3,8.333333333333333e-05
34504,R,0,R,SF,P,GA,12060,0,0,W,0,0,30y,738.0,46.0,79,3.75,238000.0,1,1,0.5822784810126582,0.00019327731092436975
81522,R,0,P,PU,P,VA,47900,0,0,A,0,0,30y,791.0,46.0,69,3.5,434000.0,2,1,0.6666666666666666,0.00010599078341013825
28097,R,0,C,SF,P,CO,19740,0,0,A,0,0,other,784.0,27.0,24,3.875,74000.0,1,1,1.125,0.00036486486486486485
104343,B,0,P,PU,P,CO,14500,0,0,A,1,1,30y,652.0,30.0,90,4.75,540000.0,1,1,0.3333333333333333,5.555555555555556e-05
24804,R,0,R,SF,P,CO,19740,0,0,W,0,0,30y,757.0,30.0,75,3.99,287000.0,1,1,0.4,0.00010452961672473868
87573,B,0,C,SF,P,MI,19820,0,0,W,0,0,30y,752.0,17.0,70,3.375,329000.0,1,1,0.24285714285714285,5.1671732522796354e-05
31298,R,0,R,SF,P,CO,0,0,0,W,0,0,30y,772.0,43.0,77,3.875,175000.0,2,1,0.5584415584415584,0.00024571428571428574
29476,C,0,R,PU,P,CO,19740,0,0,A,0,0,30y,753.0,34.0,45,3.875,241000.0,1,1,0.7555555555555555,0.00014107883817427385
37742,R,1,P,SF,P,GA,12060,0,0,A,0,1,30y,794.0,38.0,95,3.875,243000.0,2,1,0.4,0.00015637860082304527
60834,R,0,R,CO,P,GA,12060,0,0,W,0,0,30y,753.0,48.0,46,3.375,203000.0,2,1,1.0434782608695652,0.00023645320197044335
53772,R,0,C,SF,P,OH,17460,0,0,A,0,0,15y,718.0,40.0,80,3.5,97000.0,1,1,0.5,0.0004123711340206186
56241,R,0,C,SF,P,OH,15940,0,0,A,0,0,15y,744.0,22.0,64,3.19,140000.0,2,1,0.34375,0.00015714285714285713
69158,R,0,P,PU,P,CO,19740,0,0,A,0,0,30y,679.0,18.0,60,3.375,426000.0,2,1,0.3,4.225352112676056e-05
22551,R,0,C,SF,I,MI,19820,0,0,A,0,0,30y,732.0,19.0,75,5.25,79000.0,1,1,0.25333333333333335,0.00024050632911392405
82948,R,0,P,PU,P,CO,24540,0,0,A,0,1,30y,729.0,42.0,95,3.75,328000.0,2,1,0.4421052631578947,0.00012804878048780488
98105,C,0,P,PU,I,VA,40060,0,0,A,0,0,30y,811.0,17.0,75,3.625,203000.0,2,1,0.22666666666666666,8.374384236453202e-05
98471,R,1,P,SF,P,MI,19820,1,0,A,0,1,30y,800.0,46.0,97,3.875,124000.0,1,1,0.4742268041237113,0.00037096774193548385
27398,R,0,P,PU,P,CO,24540,0,0,A,0,0,30y,779.0,50.0,58,3.25,195000.0,1,1,0.8620689655172413,0.0002564102564102564
11962,R,0,P,SF,I,OH,18140,0,0,A,0,0,30y,802.0,29.0,80,4.75,61000.0,2,1,0.3625,0.00047540983606557375
23386,R,0,R,SF,P,GA,19140,0,0,W,0,0,other,781.0,30.0,70,3.75,189000.0,2,1,0.42857142857142855,0.00015873015873015873
27429,R,0,C,SF,P,CO,24540,0,0,A,0,0,other,760.0,20.0,29,4.0,84000.0,1,1,0.6896551724137931,0.0002380952380952381
41433,R,0,P,PU,S,CO,22660,0,0,A,0,0,30y,764.0,42.0,80,3.875,300000.0,2,1,0.525,0.00014
47596,C,0,P,SF,P,GA,42340,0,0,A,0,1,30y,768.0,37.0,95,3.75,237000.0,1,1,0.3894736842105263,0.00015611814345991562
8140,C,0,R,SF,P,MI,24340,0,0,W,0,1,30y,768.0,38.0,90,4.124,162000.0,1,1,0.4222222222222222,0.0002345679012345679
8088,R,1,P,PU,P,VA,40060,1,0,A,0,1,30y,792.0,29.0,97,3.5,200000.0,1,1,0.29896907216494845,0.000145
97960,B,0,C,PU,P,MI,19820,0,0,A,0,0,other,704.0,45.0,74,4.125,155000.0,1,1,0.6081081081081081,0.00029032258064516127
26456,R,0,C,SF,P,MI,27100,0,0,A,0,0,30y,703.0,22.0,56,4.0,123000.0,2,1,0.39285714285714285,0.00017886178861788618
17153,C,0,C,SF,P,CO,19740,0,0,A,0,0,30y,726.0,22.0,60,3.875,435000.0,2,1,0.36666666666666664,5.057471264367816e-05
43818,C,0,P,SF,P,VA,47900,0,0,A,0,0,30y,790.0,49.0,69,3.875,314000.0,1,1,0.7101449275362319,0.00015605095541401274
87010,B,0,R,SF,P,MI,19820,0,0,W,0,1,15y,751.0,44.0,86,2.875,295000.0,1,1,0.5116279069767442,0.00014915254237288136
32212,C,1,P,PU,P,GA,12060,0,0,A,0,1,30y,779.0,30.0,97,3.75,436000.0,2,1,0.30927835051546393,6.880733944954129e-05
59661,C,1,P,SF,P,GA,12060,0,0,A,0,1,30y,754.0,40.0,95,3.75,233000.0,1,1,0.42105263157894735,0.00017167381974248928
75171,C,1,P,PU,P,CO,19740,0,0,A,0,1,30y,688.0,49.0,90,3.875,445000.0,1,1,0.5444444444444444,0.0001101123595505618
27291,B,0,R,SF,P,CO,19740,0,0,W,0,0,30y,814.0,36.0,73,3.875,378000.0,2,1,0.4931506849315068,9.523809523809524e-05
70369,R,0,R,PU,P,MI,19820,0,0,W,0,0,other,778.0,45.0,58,3.337,345000.0,2,1,0.7758620689655172,0.00013043478260869564
36760,R,0,R,SF,P,CO,24540,0,0,W,0,0,30y,738.0,43.0,80,4.0,255000.0,2,1,0.5375,0.00016862745098039216
28590,R,0,C,SF,P,MI,0,0,0,A,0,0,15y,772.0,32.0,48,3.625,85000.0,1,1,0.6666666666666666,0.00037647058823529414
63562,R,1,P,SF,P,OH,17460,0,0,A,0,1,30y,807.0,26.0,95,3.625,176000.0,1,1,0.2736842105263158,0.00014772727272727274
81741,R,1,P,SF,P,OH,19430,0,0,A,0,0,30y,789.0,41.0,80,4.25,111000.0,1,1,0.5125,0.0003693693693693694
55189,R,1,P,SF,P,MI,24340,0,0,A,0,1,30y,786.0,24.0,82,3.99,253000.0,2,1,0.2926829268292683,9.486166007905138e-05
92607,R,0,R,CO,P,MI,11460,0,0,A,0,0,30y,809.0,36.0,72,3.375,211000.0,2,1,0.5,0.00017061611374407582
31846,C,0,P,SF,P,OH,18140,0,0,A,0,1,30y,769.0,49.0,85,3.875,223000.0,2,1,0.5764705882352941,0.00021973094170403586
97302,R,0,C,SF,P,GA,42340,0,0,A,0,0,30y,693.0,28.0,80,4.25,135000.0,2,1,0.35,0.0002074074074074074
68116,R,1,P,SF,P,OH,18140,0,0,A,0,1,30y,753.0,12.0,90,4.25,297000.0,2,1,0.13333333333333333,4.0404040404040405e-05
56030,R,0,R,PU,P,CO,19740,0,0,W,0,0,other,800.0,39.0,60,4.75,143000.0,2,1,0.65,0.00027272727272727274
87777,B,1,P,PU,P,GA,12060,0,0,A,0,1,30y,747.0,25.0,95,3.5,181000.0,1,1,0.2631578947368421,0.00013812154696132598
53498,C,0,P,SF,P,MI,19820,0,0,A,0,1,30y,807.0,26.0,90,3.75,299000.0,2,1,0.28888888888888886,8.695652173913044e-05
86555,R,0,C,SF,P,MI,19820,0,0,A,0,0,30y,697.0,45.0,75,3.99,209000.0,2,1,0.6,0.000215311004784689
5801,R,0,P,SF,P,OH,17460,0,0,A,0,1,30y,648.0,38.0,85,4.25,218000.0,2,1,0.4470588235294118,0.00017431192660550458
96060,R,0,P,CO,P,OH,17460,0,0,A,0,0,15y,803.0,14.0,64,3.0,350000.0,1,1,0.21875,4e-05
6275,R,0,C,SF,P,VA,40220,0,0,W,0,0,30y,631.0,30.0,70,4.99,93000.0,1,1,0.42857142857142855,0.0003225806451612903
33468,C,1,P,CO,P,CO,19740,1,0,A,0,1,30y,733.0,43.0,97,3.75,283000.0,2,1,0.44329896907216493,0.0001519434628975265
37916,C,0,P,SF,P,CO,17820,0,0,A,0,1,30y,777.0,24.0,93,3.75,461000.0,2,1,0.25806451612903225,5.206073752711497e-05
31983,C,1,P,PU,P,GA,12060,0,0,A,0,1,30y,785.0,28.0,95,3.875,375000.0,2,1,0.29473684210526313,7.466666666666666e-05
50814,B,0,C,SF,P,CO,19740,0,0,W,0,0,30y,797.0,41.0,67,3.75,300000.0,2,1,0.6119402985074627,0.00013666666666666666
64669,C,0,P,PU,P,GA,12060,0,0,A,0,1,30y,768.0,30.0,95,3.625,475000.0,2,1,0.3157894736842105,6.31578947368421e-05
92819,R,0,R,SF,P,OH,15940,0,0,A,0,0,other,697.0,25.0,33,3.25,66000.0,2,1,0.7575757575757576,0.0003787878787878788
101760,B,0,R,SF,P,MI,24340,0,0,A,0,1,15y,718.0,44.0,95,3.375,157000.0,1,1,0.4631578947368421,0.0002802547770700637
75276,C,0,R,SF,P,OH,18140,0,0,A,0,0,30y,801.0,14.0,47,3.875,211000.0,1,1,0.2978723404255319,6.635071090047393e-05
1900,C,0,R,CO,P,GA,42340,0,0,A,0,0,30y,784.0,45.0,80,4.125,208000.0,1,1,0.5625,0.00021634615384615385
21911,C,0,R,SF,P,GA,12060,0,0,A,0,0,other,694.0,31.0,70,3.75,150000.0,1,1,0.44285714285714284,0.00020666666666666666
12673,R,0,C,SF,P,OH,17140,0,0,A,0,0,15y,694.0,42.0,80,3.75,120000.0,1,1,0.525,0.00035
22182,R,0,R,SF,P,CO,24540,0,0,A,0,1,30y,749.0,30.0,89,3.75,245000.0,2,1,0.33707865168539325,0.00012244897959183673
33362,C,0,C,SF,P,GA,0,0,0,A,0,0,30y,750.0,32.0,68,4.125,152000.0,1,1,0.47058823529411764,0.0002105263157894737
90634,C,0,R,SF,P,MI,24340,0,0,W,0,0,15y,770.0,32.0,53,3.125,208000.0,2,1,0.6037735849056604,0.00015384615384615385
55894,C,0,R,CO,P,MI,19820,0,0,W,0,0,30y,736.0,35.0,70,3.625,249000.0,1,1,0.5,0.00014056224899598393
103142,C,0,P,SF,P,VA,44420,0,0,A,0,0,30y,745.0,19.0,80,4.125,236000.0,1,1,0.2375,8.050847457627118e-05
38794,C,1,P,SF,P,MI,28020,1,0,A,0,1,30y,782.0,38.0,97,3.875,116000.0,1,1,0.3917525773195876,0.00032758620689655175
42539,R,0,P,CO,S,OH,45780,0,0,A,0,1,30y,726.0,38.0,90,4.5,153000.0,2,1,0.4222222222222222,0.00024836601307189543
5745,C,0,P,SF,P,VA,40220,0,0,A,0,0,30y,635.0,50.0,80,5.5,86000.0,1,1,0.625,0.0005813953488372093
36906,R,0,P,CO,P,MI,24340,0,0,A,0,0,30y,733.0,49.0,80,4.125,344000.0,2,1,0.6125,0.00014244186046511627
93938,C,0,P,SF,I,OH,18140,0,0,A,0,0,30y,817.0,17.0,80,4.875,128000.0,2,1,0.2125,0.0001328125
3589,C,1,P,SF,P,CO,19740,0,0,A,0,1,30y,780.0,37.0,97,4.125,392000.0,2,1,0.38144329896907214,9.438775510204082e-05
83032,R,0,R,SF,P,CO,19740,0,0,W,0,0,other,724.0,35.0,60,3.625,504000.0,1,1,0.5833333333333334,6.944444444444444e-05
23979,R,0,C,SF,P,VA,31340,0,0,A,0,0,15y,688.0,50.0,68,4.5,172000.0,2,1,0.7352941176470589,0.00029069767441860465
