,CHANNEL,FIRST_FLAG,PURPOSE,PROP,OCC_STAT,STATE,MSA,HOMEREADY_PROGRAM_INDICATOR,RELOCATION_MORTGAGE_INDICATOR,PROPERTY_INSPECTION_WAIVER_INDICATOR,HIGH_BALANCE_LOAN_INDICATOR,MI,TERM,CSCORE_B,DTI,OLTV,ORIG_RATE,ORIG_UPB,NUM_BO,NO_UNITS,DTI_LTV,DTI_UPB
23525,R,0,C,SF,P,CO,19740,0,0,A,0,0,15y,657.0,26.0,20,4.0,65000.0,1,1,1.3,0.0004
34410,C,1,P,SF,P,GA,12060,0,0,A,0,1,30y,724.0,40.0,97,4.5,232000.0,1,1,0.41237113402061853,0.00017241379310344826
34168,C,0,C,SF,I,GA,17980,0,0,A,0,0,30y,756.0,46.0,69,4.875,209000.0,2,1,0.6666666666666666,0.0002200956937799043
78224,R,0,R,SF,P,CO,24540,0,0,A,0,0,other,808.0,20.0,55,2.875,161000.0,2,1,0.36363636363636365,0.00012422360248447205
80358,B,0,P,PU,P,GA,12060,0,0,A,0,1,15y,717.0,49.0,95,3.125,311000.0,1,1,0.5157894736842106,0.000157556270096463
70780,R,0,R,SF,P,OH,17460,0,0,A,0,0,30y,701.0,37.0,48,3.44,94000.0,1,1,0.7708333333333334,0.00039361702127659574
32272,B,0,R,SF,P,CO,19740,0,0,W,1,0,30y,776.0,20.0,68,3.25,570000.0,1,1,0.29411764705882354,3.508771929824561e-05
48796,B,0,R,PU,P,MI,19820,0,0,W,0,0,15y,742.0,25.0,79,3.375,375000.0,1,1,0.31645569620253167,6.666666666666667e-05
51624,R,0,R,PU,P,VA,47900,0,0,W,0,0,30y,800.0,22.0,60,3.5,386000.0,1,1,0.36666666666666664,5.6994818652849744e-05
87698,C,0,C,SF,P,GA,12060,0,0,A,0,0,30y,799.0,18.0,61,3.75,243000.0,2,1,0.29508196721311475,7.407407407407407e-05
98119,C,0,R,SF,P,GA,12060,0,0,W,0,0,other,706.0,18.0,59,3.5,235000.0,2,1,0.3050847457627119,7.659574468085106e-05
17485,R,0,C,SF,P,GA,12060,0,0,W,0,0,30y,762.0,37.0,60,3.5,350000.0,1,1,0.6166666666666667,0.00010571428571428571
41355,C,1,P,CO,P,GA,12060,0,0,A,0,1,30y,732.0,20.0,95,3.99,177000.0,1,1,0.21052631578947367,0.00011299435028248587
164,C,0,P,PU,P,VA,47900,1,0,A,0,1,30y,738.0,44.0,97,3.75,242000.0,2,1,0.4536082474226804,0.0001818181818181818
81217,R,0,R,PU,P,VA,47900,0,0,A,0,0,15y,812.0,21.0,70,3.0,280000.0,1,1,0.3,7.5e-05
72547,R,0,P,CO,P,VA,47900,0,0,A,0,0,30y,637.0,50.0,77,4.5,250000.0,1,1,0.6493506493506493,0.0002
68673,R,0,P,PU,P,GA,12060,0,0,A,0,1,30y,765.0,49.0,95,3.625,290000.0,1,1,0.5157894736842106,0.00016896551724137932
56479,C,0,C,SF,P,VA,40060,0,0,A,0,0,other,740.0,25.0,80,3.875,344000.0,2,1,0.3125,7.267441860465116e-05
54815,R,0,R,CO,P,CO,19740,0,0,W,0,0,15y,807.0,20.0,74,3.25,308000.0,2,1,0.2702702702702703,6.493506493506494e-05
9316,C,0,P,SF,P,OH,18140,1,0,A,0,1,30y,724.0,40.0,95,3.875,214000.0,1,1,0.42105263157894735,0.00018691588785046728
92671,R,0,R,PU,P,MI,19820,0,0,W,0,0,other,814.0,31.0,59,3.49,280000.0,1,1,0.5254237288135594,0.00011071428571428571
66260,R,0,P,SF,P,OH,17460,0,0,A,0,1,30y,795.0,31.0,95,3.4,147000.0,1,1,0.3263157894736842,0.0002108843537414966
64667,R,0,R,SF,P,MI,19820,0,0,A,0,1,30y,746.0,32.0,95,3.625,238000.0,2,1,0.3368421052631579,0.00013445378151260505
98005,R,0,R,PU,P,OH,17140,0,0,A,0,0,15y,776.0,22.0,70,2.99,179000.0,2,1,0.3142857142857143,0.0001229050279329609
43154,C,1,P,SF,P,OH,45780,0,0,A,0,1,30y,714.0,26.0,97,4.5,102000.0,1,1,0.26804123711340205,0.00025490196078431374
45387,R,0,R,SF,P,MI,19820,0,0,A,0,0,other,772.0,17.0,79,3.875,247000.0,1,1,0.21518987341772153,6.882591093117409e-05
34849,C,1,P,SF,P,MI,19820,0,0,A,0,1,30y,762.0,34.0,97,4.125,150000.0,1,1,0.35051546391752575,0.00022666666666666666
22048,R,0,P,SF,P,OH,49660,0,0,A,0,0,30y,698.0,40.0,80,4.375,102000.0,1,1,0.5,0.000392156862745098
65648,C,0,C,PU,P,CO,19740,0,0,W,0,0,30y,718.0,33.0,70,3.875,444000.0,2,1,0.4714285714285714,7.432432432432433e-05
80346,R,0,R,PU,P,CO,19740,0,0,A,0,0,30y,711.0,35.0,73,3.75,394000.0,2,1,0.4794520547945205,8.883248730964467e-05
78190,R,0,R,SF,P,MI,28020,0,0,A,0,0,30y,794.0,37.0,80,3.99,194000.0,2,1,0.4625,0.0001907216494845361
14686,R,0,C,SF,P,MI,29620,0,0,A,0,0,15y,795.0,38.0,61,3.375,100000.0,2,1,0.6229508196721312,0.00038
96067,C,0,C,SF,I,VA,40060,0,0,A,0,0,30y,802.0,47.0,75,4.625,203000.0,2,1,0.6266666666666667,0.0002315270935960591
30119,C,0,P,SF,S,MI,19820,0,0,A,0,0,30y,796.0,42.0,80,3.875,280000.0,2,1,0.525,0.00015
47321,C,1,P,PU,P,VA,40060,0,0,A,0,0,30y,784.0,24.0,71,3.625,235000.0,1,1,0.3380281690140845,0.00010212765957446809
9054,C,0,R,PU,P,VA,40060,0,0,A,0,1,30y,793.0,35.0,85,3.75,396000.0,1,1,0.4117647058823529,8.838383838383838e-05
101,C,0,P,CO,P,OH,30620,0,0,A,0,0,30y,764.0,30.0,80,4.0,159000.0,1,1,0.375,0.00018867924528301886
14301,C,0,R,CO,P,CO,14500,0,0,W,0,0,30y,803.0,33.0,80,3.875,441000.0,1,1,0.4125,7.482993197278911e-05
22045,R,0,R,PU,P,CO,19740,0,0,W,0,0,30y,742.0,38.0,79,3.999,315000.0,1,1,0.4810126582278481,0.00012063492063492063
33764,C,0,R,SF,P,OH,17140,0,0,A,0,1,30y,748.0,47.0,88,3.625,192000.0,1,1,0.5340909090909091,0.00024479166666666665
9678,R,0,R,CO,P,MI,19820,0,0,W,0,0,30y,747.0,46.0,80,3.875,215000.0,1,1,0.575,0.00021395348837209303
30467,C,0,R,PU,P,CO,19740,0,0,W,0,0,30y,797.0,21.0,68,3.75,390000.0,2,1,0.3088235294117647,5.384615384615385e-05
19860,R,0,C,SF,P,MI,11460,0,0,A,0,0,other,777.0,25.0,74,4.25,235000.0,1,1,0.33783783783783783,0.00010638297872340425
20757,R,0,C,SF,P,GA,12060,0,0,A,0,0,15y,808.0,43.0,75,3.125,364000.0,2,1,0.5733333333333334,0.00011813186813186813
21635,R,0,C,PU,P,VA,16820,0,0,A,0,0,30y,762.0,36.0,80,4.375,336000.0,1,1,0.45,0.00010714285714285714
45837,C,0,P,SF,P,GA,12060,0,0,A,0,0,30y,804.0,35.0,80,3.625,212000.0,2,1,0.4375,0.00016509433962264152
2408,R,0,C,SF,P,OH,30620,0,0,A,0,0,30y,703.0,34.0,79,3.75,120000.0,2,1,0.43037974683544306,0.00028333333333333335
74665,R,0,P,PU,P,GA,12060,0,0,A,0,0,30y,793.0,42.0,66,3.875,387000.0,2,1,0.6363636363636364,0.00010852713178294573
68362,R,0,C,SF,P,GA,0,0,0,A,0,0,30y,720.0,40.0,80,4.625,74000.0,1,1,0.5,0.0005405405405405405
52155,R,1,P,CO,P,CO,19740,0,0,A,0,1,30y,791.0,20.0,90,3.75,302000.0,1,1,0.2222222222222222,6.622516556291391e-05
27497,R,0,C,SF,P,MI,24340,0,0,W,0,0,other,783.0,24.0,58,3.625,289000.0,2,1,0.41379310344827586,8.304498269896193e-05
38956,R,0,R,SF,P,OH,18140,0,0,A,0,0,15y,766.0,29.0,49,3.25,93000.0,1,1,0.5918367346938775,0.0003118279569892473
63238,R,0,P,SF,P,MI,24340,0,0,A,0,1,30y,763.0,38.0,95,3.375,366000.0,2,1,0.4,0.00010382513661202186
60222,R,0,P,PU,S,CO,19740,0,0,A,0,0,30y,817.0,32.0,78,3.75,275000.0,2,1,0.41025641025641024,0.00011636363636363636
50243,R,0,P,SF,P,MI,43780,0,0,W,0,0,30y,815.0,20.0,80,3.875,233000.0,2,1,0.25,8.583690987124464e-05
10268,C,0,R,SF,P,MI,19820,0,0,W,0,0,15y,790.0,44.0,54,3.625,133000.0,1,1,0.8148148148148148,0.00033082706766917295
20776,R,0,C,PU,P,OH,0,0,0,A,0,0,30y,751.0,41.0,80,4.625,160000.0,2,1,0.5125,0.00025625
81423,R,1,P,SF,P,CO,24300,1,0,A,0,1,30y,781.0,43.0,97,3.5,223000.0,1,1,0.44329896907216493,0.00019282511210762333
60480,C,0,C,SF,P,MI,24340,0,0,W,0,0,30y,746.0,30.0,70,4.25,193000.0,2,1,0.42857142857142855,0.000155440414507772
98280,R,0,R,SF,P,OH,15940,0,0,W,0,0,30y,791.0,18.0,79,3.75,180000.0,2,1,0.22784810126582278,0.0001
35644,R,0,R,SF,P,MI,19820,0,0,W,0,0,30y,790.0,39.0,69,3.75,262000.0,1,1,0.5652173913043478,0.00014885496183206107
30368,R,0,P,SF,P,VA,47260,0,0,A,0,1,30y,766.0,42.0,95,3.75,428000.0,2,1,0.4421052631578947,9.813084112149533e-05
45271,C,0,P,SF,P,MI,24340,0,0,A,0,1,30y,773.0,50.0,95,3.875,310000.0,1,1,0.5263157894736842,0.00016129032258064516
36723,C,0,P,PU,S,VA,40060,0,0,A,0,0,30y,781.0,43.0,80,3.875,329000.0,2,1,0.5375,0.00013069908814589666
87893,C,0,P,SF,P,CO,19740,0,0,A,0,0,30y,663.0,33.0,75,4.875,510000.0,2,1,0.44,6.470588235294117e-05
17927,R,0,P,PU,P,CO,24540,0,0,A,1,1,30y,710.0,39.0,90,3.99,517000.0,2,1,0.43333333333333335,7.543520309477757e-05
86148,R,0,C,SF,P,OH,18140,0,0,A,0,0,30y,731.0,48.0,80,3.89,160000.0,2,1,0.6,0.0003
62560,R,0,C,SF,P,MI,19820,0,0,A,0,0,30y,794.0,36.0,61,3.75,239000.0,2,1,0.5901639344262295,0.0001506276150627615
18998,R,0,R,PU,P,GA,12060,0,0,A,0,0,30y,759.0,25.0,80,3.75,460000.0,2,1,0.3125,5.4347826086956524e-05
73561,C,0,P,SF,P,VA,16820,0,0,A,0,1,30y,733.0,49.0,95,3.75,137000.0,2,1,0.5157894736842106,0.00035766423357664234
96226,C,1,P,SF,P,GA,12060,0,0,A,0,0,30y,621.0,20.0,80,4.875,80000.0,1,1,0.25,0.00025
60623,R,0,R,CO,P,VA,47900,0,0,A,0,0,30y,740.0,27.0,74,3.75,374000.0,1,1,0.36486486486486486,7.219251336898396e-05
79979,C,0,C,PU,P,VA,40060,0,0,A,0,0,other,811.0,8.0,40,3.75,120000.0,1,1,0.2,6.666666666666667e-05
80114,C,0,R,SF,P,CO,19740,0,0,A,0,1,30y,783.0,37.0,95,3.5,387000.0,1,1,0.3894736842105263,9.560723514211886e-05
52181,C,0,R,CO,P,MI,19820,0,0,W,0,0,other,752.0,35.0,66,3.75,287000.0,1,1,0.5303030303030303,0.00012195121951219512
41647,R,0,R,PU,P,GA,42340,0,0,A,0,0,30y,726.0,29.0,80,3.75,160000.0,2,1,0.3625,0.00018125
36019,B,1,P,SF,P,MI,19820,1,0,A,0,1,30y,691.0,36.0,97,4.25,116000.0,1,1,0.3711340206185567,0.0003103448275862069
91113,R,1,P,SF,P,MI,35660,0,0,A,0,0,30y,708.0,25.0,80,4.0,129000.0,2,1,0.3125,0.0001937984496124031
30848,R,0,P,SF,I,VA,47260,0,0,A,0,0,other,808.0,26.0,73,3.99,125000.0,1,1,0.3561643835616438,0.000208
75601,R,0,P,SF,S,CO,19740,0,0,A,0,1,30y,747.0,37.0,90,3.625,323000.0,1,1,0.4111111111111111,0.00011455108359133127
75214,R,0,R,SF,P,MI,19820,0,0,W,0,0,other,779.0,16.0,80,3.375,161000.0,2,1,0.2,9.937888198757764e-05
46383,R,0,R,SF,P,GA,12060,0,0,W,0,0,15y,774.0,23.0,30,3.5,200000.0,2,1,0.7666666666666667,0.000115
73432,B,0,R,PU,S,MI,0,0,0,W,0,0,30y,729.0,37.0,75,3.724,290000.0,1,1,0.49333333333333335,0.0001275862068965517
52840,R,0,C,CO,P,CO,24540,0,0,A,0,0,30y,779.0,33.0,75,4.0,233000.0,1,1,0.44,0.00014163090128755366
101320,B,0,P,PU,P,CO,19740,0,0,A,0,1,30y,744.0,43.0,85,3.642,312000.0,1,1,0.5058823529411764,0.0001378205128205128
77834,C,0,P,SF,P,OH,17140,0,0,A,0,0,30y,781.0,42.0,80,4.99,424000.0,2,1,0.525,9.90566037735849e-05
9760,B,0,R,SF,P,GA,12060,0,0,A,0,0,15y,797.0,20.0,37,3.5,129000.0,1,1,0.5405405405405406,0.0001550387596899225
62335,R,0,P,PU,P,GA,12060,0,0,A,0,1,30y,773.0,46.0,95,3.437,284000.0,1,1,0.4842105263157895,0.00016197183098591548
78523,B,0,R,PU,P,CO,19740,0,0,W,0,0,30y,788.0,32.0,75,3.375,352000.0,2,1,0.4266666666666667,9.09090909090909e-05
61670,R,0,P,SF,P,CO,19740,0,0,A,0,1,30y,760.0,47.0,89,3.875,455000.0,1,1,0.5280898876404494,0.0001032967032967033
64500,B,0,R,CO,I,MI,19820,0,0,A,0,0,30y,702.0,32.0,75,4.25,124000.0,1,1,0.4266666666666667,0.00025806451612903227
23261,C,1,P,SF,P,CO,19740,0,0,A,0,1,30y,734.0,40.0,97,4.375,299000.0,2,1,0.41237113402061853,0.00013377926421404682
32340,R,1,P,SF,P,OH,17140,0,0,A,0,1,30y,694.0,39.0,95,4.25,140000.0,2,1,0.4105263157894737,0.0002785714285714286
56581,C,1,P,SF,P,CO,19740,0,0,A,1,0,30y,807.0,24.0,70,4.125,543000.0,1,1,0.34285714285714286,4.419889502762431e-05
3533,R,1,P,PU,P,OH,19430,0,0,A,0,1,30y,677.0,36.0,94,4.25,367000.0,1,1,0.3829787234042553,9.809264305177112e-05
14739,R,0,P,CO,P,MI,19820,1,0,A,0,0,30y,710.0,45.0,40,3.875,50000.0,1,1,1.125,0.0009
74245,R,0,C,PU,P,GA,12060,0,0,W,0,0,15y,743.0,40.0,57,3.375,212000.0,2,1,0.7017543859649122,0.00018867924528301886
42086,R,0,R,PU,P,VA,47900,0,0,W,0,0,15y,809.0,38.0,80,3.0,360000.0,1,1,0.475,0.00010555555555555555
21576,R,0,C,SF,P,CO,39380,0,0,W,0,0,other,778.0,26.0,67,3.375,134000.0,2,1,0.3880597014925373,0.00019402985074626865
88659,R,0,C,CO,P,MI,19820,0,0,A,0,0,15y,767.0,26.0,74,3.375,226000.0,2,1,0.35135135135135137,0.00011504424778761063
40493,R,0,P,CO,I,VA,47900,0,0,A,0,0,30y,779.0,39.0,75,4.375,206000.0,1,1,0.52,0.00018932038834951456
85484,C,0,R,PU,P,OH,18140,0,0,A,0,0,other,797.0,27.0,69,3.375,300000.0,2,1,0.391304347826087,9e-05
81849,R,0,R,SF,P,GA,0,0,0,W,0,0,30y,793.0,21.0,59,3.375,295000.0,1,1,0.3559322033898305,7.11864406779661e-05
78390,R,0,R,PU,P,MI,19820,0,0,W,0,1,30y,683.0,42.0,83,3.625,345000.0,2,1,0.5060240963855421,0.00012173913043478261
65685,R,0,R,SF,P,CO,19740,0,0,A,0,0,30y,746.0,47.0,75,3.875,297000.0,1,1,0.6266666666666667,0.00015824915824915825
10127,R,0,R,SF,P,OH,18140,0,0,W,0,0,30y,771.0,34.0,79,3.5,368000.0,2,1,0.43037974683544306,9.239130434782609e-05
7772,C,1,P,SF,P,OH,19430,0,0,A,0,0,30y,705.0,44.0,79,3.875,192000.0,1,1,0.5569620253164557,0.00022916666666666666
9600,C,0,R,PU,P,CO,19740,0,0,W,0,0,30y,683.0,36.0,75,3.99,330000.0,2,1,0.48,0.00010909090909090909
87076,C,0,P,PU,P,VA,47900,0,0,A,1,0,30y,776.0,16.0,80,3.625,700000.0,1,1,0.2,2.2857142857142858e-05
88349,R,0,R,SF,P,CO,19740,0,0,W,0,1,30y,724.0,28.0,84,3.99,276000.0,2,1,0.3333333333333333,0.00010144927536231884
78338,C,0,R,SF,P,CO,19740,0,0,A,0,1,30y,693.0,47.0,94,3.5,333000.0,2,1,0.5,0.00014114114114114113
38077,R,0,P,SF,P,VA,47260,0,0,A,0,1,30y,735.0,47.0,95,3.875,258000.0,1,1,0.49473684210526314,0.00018217054263565893
8199,R,0,R,SF,S,MI,35660,0,0,W,0,0,30y,782.0,31.0,73,4.25,325000.0,1,1,0.4246575342465753,9.538461538461538e-05
83955,R,0,R,PU,P,CO,19740,0,0,W,0,0,other,737.0,37.0,60,3.25,360000.0,1,1,0.6166666666666667,0.00010277777777777778
33236,R,1,P,PU,P,GA,12060,0,0,A,0,0,30y,771.0,29.0,80,3.625,473000.0,2,1,0.3625,6.13107822410148e-05
66822,C,1,P,PU,P,GA,0,0,0,A,0,0,30y,767.0,41.0,80,4.0,217000.0,2,1,0.5125,0.00018894009216589863
19127,R,0,C,SF,P,CO,19740,0,0,W,0,0,30y,780.0,27.0,60,3.625,306000.0,1,1,0.45,8.823529411764706e-05
3573,R,0,R,SF,P,OH,17140,0,0,A,0,1,30y,817.0,11.0,91,3.875,389000.0,1,1,0.12087912087912088,2.8277634961439588e-05
86026,C,0,C,PU,P,CO,19740,0,0,W,0,0,30y,727.0,42.0,57,3.375,252000.0,1,1,0.7368421052631579,0.00016666666666666666
57577,C,0,C,PU,P,CO,19740,0,0,W,0,0,30y,753.0,31.0,68,4.125,430000.0,1,1,0.45588235294117646,7.209302325581396e-05
11493,C,0,R,SF,P,OH,18140,0,0,W,0,0,30y,816.0,39.0,78,3.75,334000.0,2,1,0.5,0.00011676646706586827
31800,R,0,C,SF,P,VA,0,0,0,W,0,0,other,761.0,34.0,67,3.75,80000.0,1,1,0.5074626865671642,0.000425
42139,R,0,C,CO,P,MI,22420,0,0,A,0,0,other,725.0,44.0,49,3.75,162000.0,1,1,0.8979591836734694,0.00027160493827160494
8351,C,0,P,SF,P,VA,40060,0,0,A,0,1,30y,651.0,42.0,95,4.5,238000.0,2,1,0.4421052631578947,0.00017647058823529413
29819,R,0,C,SF,P,VA,0,0,0,A,0,0,15y,761.0,39.0,77,4.25,184000.0,2,1,0.5064935064935064,0.00021195652173913043
78805,B,0,R,SF,I,GA,12060,0,0,A,0,0,15y,792.0,25.0,58,3.875,92000.0,1,1,0.43103448275862066,0.0002717391304347826
40231,R,0,C,SF,P,MI,24340,0,0,A,0,0,other,805.0,28.0,69,3.75,165000.0,2,1,0.4057971014492754,0.0001696969696969697
85725,C,0,R,PU,P,GA,12060,0,0,W,0,0,other,774.0,39.0,63,3.25,368000.0,1,1,0.6190476190476191,0.00010597826086956521
42529,B,1,P,CO,P,MI,11460,0,0,A,0,0,30y,751.0,47.0,49,3.625,100000.0,1,1,0.9591836734693877,0.00047
52149,R,1,P,SF,P,CO,17820,0,0,A,0,1,30y,802.0,27.0,95,3.625,326000.0,2,1,0.28421052631578947,8.282208588957055e-05
69321,R,0,C,SF,P,CO,14500,0,0,A,1,0,30y,745.0,40.0,40,4.25,582000.0,1,1,1.0,6.872852233676975e-05
5831,B,0,P,PU,P,GA,12260,0,0,A,0,1,30y,749.0,32.0,95,3.375,380000.0,2,1,0.3368421052631579,8.421052631578948e-05
59824,R,0,P,SF,I,MI,19820,0,0,A,0,0,30y,722.0,48.0,80,4.875,59000.0,1,1,0.6,0.0008135593220338983
86597,R,0,P,PU,P,VA,31340,0,0,A,0,1,30y,806.0,35.0,85,3.875,141000.0,1,1,0.4117647058823529,0.00024822695035460994
20584,C,0,P,SF,S,GA,12060,0,0,A,0,1,30y,685.0,49.0,90,3.99,180000.0,2,1,0.5444444444444444,0.0002722222222222222
8796,R,0,R,PU,P,VA,47260,0,0,A,0,1,30y,806.0,39.0,89,4.0,316000.0,1,1,0.43820224719101125,0.00012341772151898734
50506,C,0,P,PU,P,VA,40220,0,0,A,0,1,30y,724.0,32.0,95,4.0,319000.0,1,1,0.3368421052631579,0.00010031347962382445
13443,R,0,R,SF,P,VA,47260,0,0,W,0,0,30y,806.0,34.0,65,3.625,373000.0,2,1,0.5230769230769231,9.115281501340483e-05
31436,R,0,R,CO,P,MI,19820,0,0,W,0,0,30y,797.0,17.0,68,3.5,440000.0,1,1,0.25,3.8636363636363636e-05
23908,C,0,R,SF,P,OH,10420,0,0,A,0,0,15y,673.0,37.0,64,3.25,121000.0,1,1,0.578125,0.00030578512396694217
69849,B,0,R,SF,P,MI,19820,0,0,A,0,1,15y,677.0,21.0,85,3.99,272000.0,1,2,0.24705882352941178,7.720588235294118e-05
53102,C,1,P,SF,P,VA,44420,0,0,A,0,1,30y,787.0,30.0,95,3.875,304000.0,1,1,0.3157894736842105,9.868421052631579e-05
50158,R,1,P,SF,P,VA,47900,0,0,W,0,0,30y,770.0,31.0,80,3.875,420000.0,2,1,0.3875,7.380952380952382e-05
21640,C,0,R,PU,P,CO,19740,0,0,W,0,0,30y,795.0,13.0,69,4.0,359000.0,2,1,0.18840579710144928,3.6211699164345407e-05
68382,R,1,P,SF,P,CO,22660,0,0,A,0,1,30y,794.0,41.0,85,3.625,374000.0,2,1,0.4823529411764706,0.00010962566844919786
81500,R,0,P,CO,P,MI,0,0,0,A,0,0,30y,760.0,33.0,80,3.625,202000.0,1,1,0.4125,0.00016336633663366338
8789,R,0,R,SF,P,MI,24340,0,0,A,0,0,30y,780.0,48.0,71,3.875,207000.0,1,1,0.676056338028169,0.00023188405797101448
60141,C,1,P,CO,P,VA,47900,0,0,A,0,1,30y,703.0,43.0,95,4.625,488000.0,2,1,0.45263157894736844,8.811475409836065e-05
80113,C,0,C,PU,P,GA,12060,0,0,A,0,0,30y,798.0,44.0,58,3.99,178000.0,1,1,0.7586206896551724,0.00024719101123595505
88673,R,0,C,SF,P,MI,27100,0,0,W,0,0,15y,785.0,40.0,70,3.375,83000.0,1,1,0.5714285714285714,0.00048192771084337347
98857,R,0,C,SF,P,MI,19820,0,0,W,0,0,15y,630.0,43.0,48,3.375,310000.0,1,1,0.8958333333333334,0.00013870967741935484
77058,R,0,C,SF,P,GA,12060,0,0,A,0,0,15y,808.0,16.0,60,3.0,435000.0,1,1,0.26666666666666666,3.67816091954023e-05
25652,R,0,P,SF,P,MI,0,0,0,A,0,1,30y,790.0,18.0,95,3.75,256000.0,2,1,0.18947368421052632,7.03125e-05
70720,B,0,R,CO,P,GA,12060,0,0,A,0,1,30y,798.0,19.0,90,4.0,206000.0,1,1,0.2111111111111111,9.223300970873787e-05
38579,R,0,C,SF,P,MI,0,0,0,A,0,0,15y,728.0,34.0,80,3.5,100000.0,2,1,0.425,0.00034
89211,C,1,P,PU,P,CO,14500,0,0,A,0,1,30y,782.0,27.0,95,3.375,389000.0,1,1,0.28421052631578947,6.940874035989718e-05
89785,B,0,C,SF,P,VA,47900,0,0,A,0,0,30y,796.0,27.0,80,3.875,329000.0,1,1,0.3375,8.206686930091185e-05
62931,R,1,P,SF,P,CO,22660,0,0,A,0,0,30y,806.0,35.0,80,3.625,260000.0,1,1,0.4375,0.0001346153846153846
97049,R,0,R,CO,P,MI,19820,0,0,A,0,0,30y,783.0,17.0,30,3.875,158000.0,1,1,0.5666666666666667,0.00010759493670886076
50080,C,0,C,PU,P,CO,14500,0,0,W,0,0,other,660.0,24.0,55,3.875,430000.0,1,1,0.43636363636363634,5.5813953488372095e-05
67148,R,0,R,PU,P,CO,19740,0,0,W,0,0,30y,708.0,40.0,70,4.0,347000.0,2,1,0.5714285714285714,0.00011527377521613833
103326,R,0,C,SF,I,GA,12060,0,0,A,0,0,30y,729.0,41.0,58,4.875,100000.0,2,1,0.7068965517241379,0.00041
25724,R,0,C,CO,P,CO,19740,0,0,W,0,0,30y,746.0,45.0,60,4.125,150000.0,1,1,0.75,0.0003
97939,C,0,P,SF,P,CO,22660,0,0,A,0,1,30y,759.0,48.0,90,3.75,340000.0,2,1,0.5333333333333333,0.00014117647058823528
56998,R,0,P,SF,P,OH,0,0,0,A,0,0,30y,763.0,47.0,62,3.875,43000.0,1,1,0.7580645161290323,0.0010930232558139534
33431,C,0,R,PU,P,CO,19740,0,0,A,0,0,30y,700.0,44.0,79,3.625,274000.0,2,1,0.5569620253164557,0.00016058394160583942
36658,C,0,R,SF,P,CO,19740,0,0,A,0,1,30y,760.0,32.0,94,3.99,309000.0,2,1,0.3404255319148936,0.00010355987055016181
39272,C,1,P,SF,P,MI,24340,0,0,A,0,0,30y,783.0,26.0,80,3.875,180000.0,1,1,0.325,0.00014444444444444444
16363,C,0,P,PU,P,GA,12060,0,0,A,0,0,30y,706.0,48.0,80,4.375,472000.0,1,1,0.6,0.00010169491525423729
80723,R,0,R,SF,P,MI,19820,0,0,W,0,0,other,792.0,29.0,52,3.875,166000.0,1,1,0.5576923076923077,0.0001746987951807229
103359,R,0,R,SF,S,MI,0,0,0,W,0,0,30y,793.0,42.0,74,2.875,383000.0,2,1,0.5675675675675675,0.00010966057441253264
73023,B,0,R,CO,P,CO,19740,1,0,A,0,1,30y,792.0,45.0,95,3.5,145000.0,1,1,0.47368421052631576,0.0003103448275862069
31473,R,0,P,SF,I,CO,17820,0,0,A,0,0,30y,777.0,32.0,57,4.875,293000.0,1,4,0.5614035087719298,0.00010921501706484642
78651,C,0,C,SF,P,GA,12060,0,0,W,0,0,30y,787.0,24.0,64,3.75,275000.0,1,1,0.375,8.727272727272727e-05
65194,C,0,P,SF,P,MI,19820,0,0,A,0,0,30y,701.0,49.0,80,4.375,304000.0,2,1,0.6125,0.0001611842105263158
96992,R,0,C,SF,P,OH,15940,0,0,A,0,0,30y,703.0,47.0,56,3.49,265000.0,1,1,0.8392857142857143,0.00017735849056603773
10788,R,0,C,PU,P,CO,19740,0,0,A,0,0,30y,814.0,43.0,51,3.625,255000.0,2,1,0.8431372549019608,0.00016862745098039216
49698,R,0,C,SF,P,OH,10420,0,0,W,0,0,30y,767.0,36.0,69,4.25,126000.0,2,1,0.5217391304347826,0.00028571428571428574
96291,R,0,R,SF,P,GA,12060,0,0,W,0,0,other,810.0,25.0,50,3.5,153000.0,1,1,0.5,0.0001633986928104575
58896,R,0,C,SF,P,CO,22660,0,0,A,0,0,30y,805.0,28.0,51,4.0,175000.0,1,1,0.5490196078431373,0.00016
44163,R,0,C,SF,P,OH,18140,0,0,A,0,0,other,676.0,44.0,41,3.25,132000.0,2,1,1.0731707317073171,0.0003333333333333333
12613,C,0,R,SF,P,OH,45780,0,0,A,0,0,other,754.0,43.0,71,4.75,158000.0,1,1,0.6056338028169014,0.00027215189873417724
73383,R,0,C,PU,I,VA,47900,0,0,A,0,0,other,762.0,47.0,60,4.25,130000.0,1,1,0.7833333333333333,0.00036153846153846154
53692,R,0,R,SF,P,MI,0,0,0,A,0,0,30y,639.0,27.0,68,4.75,81000.0,1,1,0.39705882352941174,0.0003333333333333333
33614,B,0,R,PU,P,CO,19740,0,0,A,0,0,30y,773.0,36.0,61,4.125,296000.0,1,1,0.5901639344262295,0.00012162162162162162
2145,R,0,C,SF,I,OH,18140,0,0,A,0,0,30y,793.0,43.0,75,4.875,105000.0,1,1,0.5733333333333334,0.00040952380952380955
83025,C,0,P,CO,P,OH,18140,0,0,A,0,1,30y,754.0,41.0,95,3.875,427000.0,1,1,0.43157894736842106,9.601873536299766e-05
14140,R,0,R,PU,P,VA,47900,0,0,W,0,0,other,755.0,42.0,65,3.75,484000.0,2,1,0.6461538461538462,8.677685950413222e-05
